name,artists,danceability,energy,loudness,speechiness,valence,tempo,streams
Gucci Gang,Lil Pump,0.95,0.5329999999999999,-7.022,0.14800000000000002,0.675,119.869,103610077
Tu Sabes Que Te Quiero,Chucho Flash,0.532,0.7929999999999999,-4.3,0.159,0.6409999999999999,81.99,4492514
Too Good At Goodbyes - Edit,Sam Smith,0.653,0.37799999999999995,-8.273,0.0533,0.54,91.835,49423748
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,0.6629999999999999,0.708,-4.154,0.0473,0.742,103.073,54697454
No Limit,G-Eazy,0.838,0.7709999999999999,-3.7910000000000004,0.244,0.405,175.957,64903260
Leave Right Now,Thomas Rhett,0.474,0.583,-7.093,0.0469,0.366,148.05100000000002,1883240
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.7829999999999999,-6.457999999999999,0.0856,0.579,154.084,53793155
Life Changes,Thomas Rhett,0.687,0.8420000000000001,-4.382,0.057999999999999996,0.778,87.96799999999999,1459864
Marry Me,Thomas Rhett,0.588,0.408,-8.662,0.0237,0.484,85.008,4327499
Sixteen,Thomas Rhett,0.7070000000000001,0.531,-7.013999999999999,0.0273,0.41700000000000004,106.992,1288057
Idfc,blackbear,0.63,0.5,-8.755,0.0611,0.315,144.871,2560235
Falls (feat. Sasha Sloan),ODESZA,0.294,0.6970000000000001,-6.029,0.128,0.183,160.566,1250287
Love So Soft,Kelly Clarkson,0.8109999999999999,0.596,-5.428,0.0621,0.6729999999999999,130.03,1225648
Crew REMIX,GoldLink,0.752,0.705,-4.893,0.138,0.6940000000000001,129.966,2481652
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,0.7809999999999999,0.5479999999999999,-4.997,0.0764,0.175,106.99600000000001,24151862
Curve (feat. The Weeknd),Gucci Mane,0.76,0.47600000000000003,-8.103,0.24100000000000002,0.354,147.01,19121961
Too Much To Ask,Niall Horan,0.517,0.552,-6.401,0.039,0.196,153.747,17849331
DNA,BTS,0.598,0.775,-4.035,0.0545,0.687,129.819,12471110
I Fall Apart,Post Malone,0.556,0.5379999999999999,-5.4079999999999995,0.0382,0.29100000000000004,143.95,93141740
No Option,Post Malone,0.575,0.7340000000000001,-4.949,0.057,0.494,83.986,21370620
Good Old Days (feat. Kesha),Macklemore,0.7120000000000001,0.51,-8.162,0.0633,0.268,122.964,22459835
Say A',A Boogie Wit da Hoodie,0.831,0.8140000000000001,-5.18,0.474,0.846,161.041,12813712
A Different Way (with Lauv),DJ Snake,0.7809999999999999,0.765,-4.092,0.0385,0.564,104.98700000000001,13409394
The Last Of The Real Ones,Fall Out Boy,0.5770000000000001,0.882,-5.224,0.0492,0.564,115.022,9288007
Shooters,Tory Lanez,0.625,0.535,-6.813,0.0577,0.129,129.931,1473934
Bust Down,Trippie Redd,0.778,0.433,-12.697000000000001,0.564,0.665,146.015,12197754
Again,Noah Cyrus,0.664,0.738,-4.095,0.0338,0.203,119.973,7456202
I Just Can't,R3HAB,0.652,0.595,-6.944,0.0419,0.303,77.538,5566673
Stargazing,Kygo,0.677,0.49700000000000005,-5.763,0.0809,0.419,99.137,23443442
Greatest Love Story,LANCO,0.665,0.621,-8.571,0.0524,0.632,147.975,11799267
Best Of Me,BTS,0.6509999999999999,0.7559999999999999,-4.388,0.0762,0.473,121.96,1242749
September,"Earth, Wind & Fire",0.693,0.9109999999999999,-3.6910000000000003,0.0305,0.982,125.895,1234770
Mi Gente (feat. Beyoncé),J Balvin,0.705,0.7140000000000001,-6.39,0.0792,0.434,104.99600000000001,21756881
Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,0.7170000000000001,0.753,-4.609,0.311,0.631,169.857,10753517
New Freezer (feat. Kendrick Lamar),Rich The Kid,0.888,0.664,-10.13,0.341,0.53,140.012,25307218
Free Fallin',Tom Petty,0.63,0.449,-13.243,0.0252,0.623,84.37799999999999,3135642
Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,0.611,0.478,-5.8389999999999995,0.107,0.138,172.076,6048551
American Girl,Tom Petty and the Heartbreakers,0.55,0.8240000000000001,-5.9879999999999995,0.0334,0.777,114.512,1503280
Ill Nana (feat. Trippie Redd),DRAM,0.5479999999999999,0.7490000000000001,-5.064,0.0572,0.373,79.955,1497028
Pills & Automobiles,Chris Brown,0.82,0.696,-4.918,0.182,0.617,144.981,6460297
Runnin' Down A Dream,Tom Petty,0.45299999999999996,0.871,-12.004000000000001,0.0345,0.748,170.011,1378487
I Won't Back Down,Tom Petty,0.7829999999999999,0.502,-13.395,0.0325,0.9620000000000001,114.02,1375340
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,0.451,0.669,-9.033,0.0651,0.523,169.632,1324058
Let You Down,NF,0.6579999999999999,0.715,-5.688,0.122,0.473,147.993,54793189
Mr. Brightside,The Killers,0.33,0.9359999999999999,-3.66,0.0917,0.23399999999999999,148.112,5064898
Pray,Sam Smith,0.381,0.379,-9.36,0.0501,0.153,175.067,20936716
How Long,Charlie Puth,0.8490000000000001,0.581,-5.242999999999999,0.0767,0.779,110.008,32942473
Help Me Out (with Julia Michaels),Maroon 5,0.938,0.5489999999999999,-4.8839999999999995,0.067,0.52,115.036,6949517
Easy Love,Lauv,0.745,0.48100000000000004,-8.291,0.054000000000000006,0.22899999999999998,137.001,6268537
Molly,Lil Pump,0.917,0.624,-6.728,0.147,0.34299999999999997,124.984,2975441
Back (feat. Lil Yachty),Lil Pump,0.775,0.5589999999999999,-8.149,0.0474,0.489,129.014,1651012
Blue Pill,Metro Boomin,0.37799999999999995,0.408,-12.24,0.0604,0.0706,132.921,1556746
Crazy,Lil Pump,0.914,0.415,-7.218999999999999,0.322,0.496,137.974,1436988
Iced Out (feat. 2 Chainz),Lil Pump,0.934,0.40700000000000003,-8.058,0.345,0.0793,140.024,1332416
What U Sayin' (feat. Smokepurpp),Lil Pump,0.9490000000000001,0.524,-7.2829999999999995,0.0504,0.685,122.959,1294389
Ex (feat. YG),Ty Dolla $ign,0.77,0.426,-5.7170000000000005,0.0473,0.523,102.056,2477842
Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,0.86,0.71,-5.705,0.285,0.764,122.993,1975188
Real Thing (feat. Future),Tory Lanez,0.6679999999999999,0.503,-8.196,0.365,0.33299999999999996,160.054,2968986
Rubbin off the Paint,YBN Nahmir,0.522,0.45299999999999996,-17.428,0.419,0.38799999999999996,108.00399999999999,1659649
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,0.522,0.833,-3.715,0.0575,0.29600000000000004,180.00900000000001,13524858
Enormous (feat. Ty Dolla $ign),Gucci Mane,0.8440000000000001,0.486,-6.915,0.368,0.493,142.606,1545273
Deserve (feat. Travis Scott),Kris Wu,0.677,0.6970000000000001,-5.63,0.0321,0.61,134.0,1535534
Tone it Down (feat. Chris Brown),Gucci Mane,0.759,0.6559999999999999,-5.596,0.0679,0.59,130.94899999999998,1425376
High End,Chris Brown,0.725,0.503,-5.646,0.209,0.0636,153.047,1396312
Betrayed,Lil Xan,0.8270000000000001,0.419,-10.329,0.11199999999999999,0.22699999999999998,119.97399999999999,31269450
Work In Progress (Intro),Gucci Mane,0.8759999999999999,0.5920000000000001,-7.124,0.348,0.532,154.101,1230884
Se Preparó,Ozuna,0.7390000000000001,0.821,-4.2330000000000005,0.0852,0.693,171.077,10810509
Gorgeous,Taylor Swift,0.7909999999999999,0.529,-6.87,0.175,0.428,91.98100000000001,19189018
Patek Water,Future,0.86,0.561,-5.757000000000001,0.185,0.354,152.984,13164759
Feed Me Dope,Future,0.853,0.688,-6.5089999999999995,0.29600000000000004,0.565,150.012,5296039
Bedroom Floor,Liam Payne,0.6779999999999999,0.679,-7.093,0.0644,0.218,119.977,7231134
Kids in Love,Kygo,0.49700000000000005,0.67,-4.5089999999999995,0.0348,0.23600000000000002,121.82600000000001,4052750
No Cap,Future,0.8,0.523,-6.577999999999999,0.107,0.379,147.05700000000002,2317244
4 da Gang,Future,0.705,0.474,-7.534,0.355,0.179,146.244,1886067
All da Smoke,Future,0.893,0.583,-6.862,0.341,0.115,147.0,1772382
New,Daya,0.715,0.742,-4.331,0.0347,0.322,106.971,9771327
Three,Future,0.725,0.6920000000000001,-5.742000000000001,0.257,0.298,169.025,1687350
Wolves,Selena Gomez,0.715,0.802,-4.647,0.0394,0.327,124.98899999999999,43100742
Cruise Ship,Young Thug,0.7929999999999999,0.742,-6.185,0.21,0.21,150.076,1681158
Drip on Me,Future,0.8340000000000001,0.618,-7.653,0.231,0.5529999999999999,135.889,1530445
200,Future,0.84,0.65,-6.707999999999999,0.262,0.527,145.972,1517009
Seeing Blind,Niall Horan,0.7090000000000001,0.5710000000000001,-7.617000000000001,0.0405,0.51,93.95700000000001,1481714
Killed Before,Young Thug,0.6970000000000001,0.675,-4.688,0.317,0.292,158.13299999999998,1461280
Real Love,Future,0.75,0.579,-6.256,0.0856,0.262,145.94899999999998,1375990
Whiskey (feat. A$AP Rocky),Maroon 5,0.597,0.41,-8.293,0.07400000000000001,0.0736,103.666,1335508
Mink Flow,Future,0.6920000000000001,0.5329999999999999,-6.165,0.17600000000000002,0.25,78.902,1247853
Losing Sleep,Chris Young,0.584,0.621,-5.702999999999999,0.0443,0.634,92.00299999999999,2551372
MotorSport,Migos,0.9009999999999999,0.529,-4.4430000000000005,0.191,0.146,138.003,40129304
Ghostface Killers,21 Savage,0.782,0.436,-7.0329999999999995,0.155,0.243,82.994,29886661
Ric Flair Drip (& Metro Boomin),Offset,0.88,0.428,-8.28,0.20600000000000002,0.33299999999999996,100.007,46572362
Rap Saved Me,21 Savage,0.845,0.39899999999999997,-7.5089999999999995,0.309,0.14800000000000002,143.049,9081519
Thriller,Michael Jackson,0.773,0.8590000000000001,-4.913,0.0747,0.813,118.458,2169450
I Miss You (feat. Julia Michaels),Clean Bandit,0.638,0.6579999999999999,-6.318,0.0456,0.33,105.07600000000001,18194053
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,0.82,0.696,-4.918,0.182,0.617,144.981,15192383
My Choppa Hate Niggas,21 Savage,0.862,0.27399999999999997,-5.818,0.484,0.146,77.493,6675715
Rubbin Off The Paint,YBN Nahmir,0.721,0.711,-9.294,0.293,0.511,107.99799999999999,21160473
Nightmare,Offset,0.7390000000000001,0.405,-10.897,0.0852,0.127,157.09,3020918
Mad Stalkers,21 Savage,0.9,0.365,-6.395,0.235,0.136,135.003,2917043
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,0.645,0.541,-6.312,0.0385,0.41100000000000003,95.061,1673013
Ghostbusters,"Ray Parker, Jr.",0.779,0.7170000000000001,-9.7,0.0335,0.789,115.384,1659002
Don't Judge Me (feat. Future and Swae Lee),Ty Dolla $ign,0.7490000000000001,0.909,-2.8080000000000003,0.07400000000000001,0.39299999999999996,149.988,1498930
PICK IT UP (feat. A$AP Rocky),Famous Dex,0.9209999999999999,0.467,-8.443,0.11900000000000001,0.287,135.995,30583245
Run Up the Racks,21 Savage,0.825,0.364,-7.635,0.121,0.177,153.028,1412166
Don't Sleep On Me (feat. Future and 24hrs),Ty Dolla $ign,0.765,0.561,-7.4479999999999995,0.086,0.20199999999999999,135.031,1328395
Monster Mash,"Bobby ""Boris"" Pickett & The Crypt-Kickers",0.688,0.488,-14.195,0.35700000000000004,0.7070000000000001,69.77,1259351
Still Serving,21 Savage,0.9259999999999999,0.544,-6.827000000000001,0.0727,0.6559999999999999,115.95100000000001,1254520
Burning,Sam Smith,0.493,0.221,-9.301,0.0486,0.353,82.273,2720263
Darth Vader,21 Savage,0.7240000000000001,0.284,-10.494000000000002,0.392,0.14400000000000002,150.98,1230073
Walk On Water (feat. Beyoncé),Eminem,0.49,0.598,-4.814,0.18600000000000003,0.61,84.00399999999999,17321046
Wanted You (feat. Lil Uzi Vert),NAV,0.7929999999999999,0.718,-4.966,0.0547,0.649,146.885,24725623
Call It What You Want,Taylor Swift,0.599,0.508,-9.894,0.105,0.26899999999999996,163.957,8192254
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,0.7490000000000001,0.6709999999999999,-5.151,0.0599,0.7559999999999999,81.994,13636787
Wait,Maroon 5,0.659,0.604,-5.084,0.0542,0.40700000000000003,126.135,15901829
GUMMO,6ix9ine,0.6890000000000001,0.7609999999999999,-4.939,0.13,0.698,78.514,17303933
Pull Up N Wreck (With Metro Boomin),Big Sean,0.507,0.442,-7.279,0.36700000000000005,0.107,173.03,6515462
Lemon,N.E.R.D,0.919,0.73,-6.581,0.08800000000000001,0.18899999999999997,95.044,8152968
The Plan,G-Eazy,0.8009999999999999,0.604,-7.827999999999999,0.423,0.359,118.09100000000001,3143137
Letterman,Wiz Khalifa,0.93,0.6729999999999999,-7.314,0.0733,0.21899999999999997,134.984,1583054
No Smoke,YoungBoy Never Broke Again,0.6579999999999999,0.736,-6.097,0.308,0.804,143.966,4142627
All I Want for Christmas Is You,Mariah Carey,0.335,0.625,-7.462000000000001,0.0386,0.34600000000000003,150.27700000000002,34402696
Stranger Things (feat. OneRepublic),Kygo,0.604,0.6609999999999999,-5.914,0.0375,0.506,107.016,4103663
Say It First,Sam Smith,0.5489999999999999,0.40399999999999997,-10.214,0.105,0.14800000000000002,119.726,1413532
One Last Song,Sam Smith,0.667,0.523,-6.439,0.0281,0.434,103.48100000000001,1401530
Darkside (with Ty Dolla $ign & Future feat. Kiiara),Ty Dolla $ign,0.509,0.631,-6.312,0.0566,0.157,154.359,2764938
Man's Not Hot,Big Shaq,0.895,0.885,-4.1819999999999995,0.268,0.633,134.97299999999998,11099961
Mayores,Becky G,0.743,0.855,-3.9760000000000004,0.0436,0.871,96.98899999999999,3872373
No Peace,Sam Smith,0.659,0.54,-8.065,0.077,0.139,135.655,1264489
Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,0.721,0.873,-4.7410000000000005,0.11900000000000001,0.552,79.943,1261294
Havana - Remix,Camila Cabello,0.7509999999999999,0.579,-4.0360000000000005,0.0321,0.349,105.031,12472880
Échame La Culpa,Luis Fonsi,0.7240000000000001,0.895,-3.617,0.0411,0.64,96.022,13897094
Save That Shit,Lil Peep,0.534,0.583,-8.672,0.0288,0.145,105.99700000000001,8900336
Benz Truck - гелик,Lil Peep,0.602,0.762,-6.149,0.0347,0.11199999999999999,92.02,1846302
Homemade Dynamite - REMIX,Lorde,0.542,0.55,-5.072,0.158,0.172,106.435,5176102
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,0.703,0.40700000000000003,-12.155,0.0504,0.8490000000000001,140.05700000000002,21937361
Awful Things,Lil Peep,0.368,0.7959999999999999,-4.923,0.0823,0.18100000000000002,170.033,1670309
20 Min,Lil Uzi Vert,0.773,0.75,-4.0089999999999995,0.11699999999999999,0.7829999999999999,123.426,2885807
Tip Toe (feat. French Montana),Jason Derulo,0.845,0.7090000000000001,-4.547,0.0714,0.62,98.06200000000001,10503964
Breakfast (feat. A$AP Rocky),Jaden,0.485,0.7829999999999999,-7.82,0.623,0.154,159.661,1575573
The Beautiful & Damned,G-Eazy,0.6559999999999999,0.804,-5.191,0.363,0.314,125.882,3647044
Lovin' (feat. A Boogie wit da Hoodie),PnB Rock,0.595,0.606,-6.335,0.0316,0.168,92.075,1479856
It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,-8.435,0.037000000000000005,0.7759999999999999,202.082,17931549
Last Christmas,Wham!,0.735,0.478,-12.472000000000001,0.0293,0.9470000000000001,107.682,18264768
All Falls Down (feat. Juliander),Alan Walker,0.6579999999999999,0.6779999999999999,-4.407,0.057999999999999996,0.662,97.976,2675466
Skir Skirr,Lil Uzi Vert,0.711,0.414,-4.013999999999999,0.105,0.141,140.012,1370292
Jingle Bell Rock,Anita Kerr Singers,0.741,0.326,-12.045,0.0395,0.7509999999999999,120.992,17070906
Beamer Boy,Lil Peep,0.743,0.732,-4.511,0.10400000000000001,0.33899999999999997,123.994,1256663
Codeine Dreaming (feat. Lil Wayne),Kodak Black,0.736,0.604,-7.357,0.222,0.574,155.007,18488889
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,0.613,0.8420000000000001,-4.332,0.21899999999999997,0.645,169.917,10967516
A Holly Jolly Christmas - Single Version,Burl Ives,0.674,0.37,-12.937000000000001,0.0309,0.862,140.352,14709203
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.603,0.321,-11.489,0.0599,0.8440000000000001,143.10399999999998,13442415
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.653,0.718,-5.232,0.213,0.21600000000000003,82.03399999999999,12044014
White Christmas,Bing Crosby,0.317,0.158,-16.485,0.0381,0.247,130.503,13443662
The Christmas Song (Merry Christmas To You),Nat King Cole,0.31,0.095,-17.828,0.0366,0.188,72.76,12372610
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,0.38799999999999996,0.145,-19.697,0.0318,0.0911,75.47399999999999,13233908
Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,-6.936,0.0363,0.349,115.412,12301353
It's Beginning to Look a Lot Like Christmas,Michael Bublé,0.35,0.23199999999999998,-11.042,0.0331,0.381,93.26899999999999,10580238
Blue Christmas,Elvis Presley,0.465,0.27,-16.660999999999998,0.0425,0.58,94.51899999999999,11613957
Carol of the Bells,Mykola Dmytrovych Leontovych,0.418,0.106,-22.506999999999998,0.0448,0.8,46.718,10807470
Icon,Jaden,0.7859999999999999,0.82,-5.093,0.23199999999999998,0.49,119.98200000000001,4569744
Get It Right (feat. MØ),Diplo,0.456,0.833,-4.242,0.0964,0.261,159.808,3224851
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,0.725,0.276,-12.25,0.0599,0.7170000000000001,112.89,10395823
Downtown,Anitta,0.775,0.679,-4.985,0.135,0.619,166.00799999999998,3194972
Winter Wonderland,Bing Crosby,0.648,0.228,-12.335,0.0454,0.503,125.52600000000001,11149143
Feliz Navidad,José Feliciano,0.485,0.857,-7.059,0.0442,0.963,148.749,10462683
Mistletoe,Justin Bieber,0.6659999999999999,0.5429999999999999,-9.187999999999999,0.0446,0.8809999999999999,161.947,9503127
Santa Tell Me,Ariana Grande,0.46399999999999997,0.63,-7.337000000000001,0.182,0.527,132.96,10038064
Naked,James Arthur,0.529,0.607,-6.781000000000001,0.0574,0.23800000000000002,101.96600000000001,1420804
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,0.7,0.138,-12.347000000000001,0.0612,0.49,84.48700000000001,9527788
Run Rudolph Run - Single Version,Chuck Berry,0.688,0.711,-10.453,0.0832,0.935,152.27700000000002,9674656
Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,0.774,0.511,-8.914,0.0319,0.7709999999999999,94.736,9024264
Happy Xmas (War Is Over) - Remastered,John Lennon,0.32799999999999996,0.607,-11.075999999999999,0.0315,0.395,146.539,8985386
Rudolph The Red-Nosed Reindeer,Burl Ives,0.652,0.275,-12.767000000000001,0.0475,0.774,153.251,8998934
Sensualidad,Bad Bunny,0.807,0.6809999999999999,-6.268,0.0983,0.6759999999999999,140.006,7879190
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.5870000000000001,0.299,-7.365,0.0263,0.35600000000000004,94.992,18658336
Him & I,G-Eazy,0.589,0.731,-6.343,0.0868,0.191,87.90799999999999,11678252
End Game,Taylor Swift,0.649,0.589,-6.237,0.0558,0.151,159.07299999999998,11434952
I Did Something Bad,Taylor Swift,0.696,0.602,-6.156000000000001,0.159,0.305,82.98899999999999,3796669
Don’t Blame Me,Taylor Swift,0.615,0.534,-6.718999999999999,0.0386,0.193,135.917,3642966
Delicate,Taylor Swift,0.75,0.40399999999999997,-10.177999999999999,0.0682,0.0499,95.045,6917646
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.526,0.52,-7.985,0.0569,0.13,149.119,6684935
Getaway Car,Taylor Swift,0.562,0.6890000000000001,-6.745,0.127,0.35100000000000003,172.054,1685872
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,0.273,0.161,-16.090999999999998,0.0357,0.111,64.16,7701592
This Is Why We Can’t Have Nice Things,Taylor Swift,0.5670000000000001,0.789,-5.986000000000001,0.115,0.43799999999999994,163.96,1595842
New Year’s Day,Taylor Swift,0.6609999999999999,0.151,-12.864,0.0354,0.23,94.92200000000001,1554797
Come Through and Chill,Miguel,0.461,0.653,-8.617,0.327,0.588,81.628,1552391
Anywhere,Rita Ora,0.628,0.797,-3.9530000000000003,0.0596,0.321,106.93,2986052
Dress,Taylor Swift,0.7190000000000001,0.469,-8.792,0.0533,0.0851,120.085,1535187
Little Saint Nick - 1991 Remix,The Beach Boys,0.602,0.5529999999999999,-9.336,0.0328,0.971,130.594,7136377
King Of My Heart,Taylor Swift,0.675,0.703,-7.902,0.0382,0.314,110.01,1515508
Silver Bells,Dean Martin,0.273,0.259,-13.967,0.0306,0.604,97.085,6891821
Pineapple Skies,Miguel,0.654,0.5870000000000001,-6.331,0.0439,0.28800000000000003,100.014,1509222
So It Goes...,Taylor Swift,0.574,0.61,-7.2829999999999995,0.0732,0.374,74.957,1473009
Dancing With Our Hands Tied,Taylor Swift,0.624,0.691,-6.686,0.196,0.284,160.024,1465386
"Mary, Did You Know?",Pentatonix,0.49700000000000005,0.312,-9.088,0.0269,0.177,105.036,5922540
Go Legend (& Metro Boomin),Big Sean,0.6559999999999999,0.564,-8.925,0.0883,0.25,150.014,9474303
Pull Up N Wreck (& Metro Boomin),Big Sean,0.49,0.44,-7.76,0.353,0.091,173.095,4813152
Never Be the Same,Camila Cabello,0.643,0.7090000000000001,-4.343,0.0733,0.264,129.961,8484416
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,0.379,0.8240000000000001,-2.8810000000000002,0.0975,0.226,121.056,6355428
So Good (& Metro Boomin),Big Sean,0.619,0.40399999999999997,-8.333,0.441,0.5660000000000001,90.008,2630233
Real Friends,Camila Cabello,0.74,0.303,-8.612,0.11699999999999999,0.8190000000000001,91.958,6322130
KOODA,6ix9ine,0.888,0.65,-4.497,0.33399999999999996,0.17300000000000001,91.22200000000001,5313767
Big Bidness (& Metro Boomin),Big Sean,0.657,0.579,-10.463,0.275,0.146,84.985,1941976
Untouchable,Eminem,0.5710000000000001,0.8859999999999999,-3.377,0.46299999999999997,0.6559999999999999,88.80799999999999,4092927
Who's Stopping Me (& Metro Boomin),Big Sean,0.664,0.552,-10.479000000000001,0.306,0.763,99.721,1821219
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0.8340000000000001,0.37200000000000005,-11.99,0.0358,0.976,96.62799999999999,5455890
My Dawg,Quality Control,0.9109999999999999,0.643,-7.4079999999999995,0.11699999999999999,0.605,133.029,1664459
Danger (with Migos & Marshmello),Migos,0.8140000000000001,0.743,-2.968,0.159,0.36700000000000005,107.99600000000001,1639314
Savage Time (& Metro Boomin),Big Sean,0.508,0.496,-9.514,0.348,0.237,147.007,1549127
Ice Tray,Quality Control,0.889,0.494,-5.577999999999999,0.139,0.24,129.968,5457997
Even The Odds (& Metro Boomin),Big Sean,0.562,0.47600000000000003,-12.155,0.24600000000000002,0.185,144.2,1422376
Do You Hear What I Hear?,Bing Crosby,0.489,0.32799999999999996,-10.892000000000001,0.0261,0.405,100.83,4811838
Mistletoe And Holly - Remastered 1999,Frank Sinatra,0.607,0.10300000000000001,-14.405,0.0404,0.341,110.37799999999999,4810802
River (feat. Ed Sheeran),Eminem,0.757,0.748,-5.794,0.473,0.693,90.052,12056243
Him & I (with Halsey),G-Eazy,0.589,0.731,-6.343,0.0868,0.191,87.90799999999999,12361749
Believe,Eminem,0.8859999999999999,0.488,-5.627999999999999,0.184,0.114,130.064,5252941
Like Home (feat. Alicia Keys),Eminem,0.778,0.7829999999999999,-4.534,0.239,0.285,109.911,2605984
Remind Me,Eminem,0.764,0.867,-3.8560000000000003,0.29600000000000004,0.767,93.969,2445883
Chloraseptic (feat. Phresher),Eminem,0.894,0.7490000000000001,-6.415,0.27399999999999997,0.381,132.06,2355941
Bad Husband (feat. X Ambassadors),Eminem,0.51,0.72,-5.157,0.317,0.451,94.289,2330985
Tragic Endings (feat. Skylar Grey),Eminem,0.634,0.7709999999999999,-4.957,0.295,0.522,80.971,2189709
Nowhere Fast (feat. Kehlani),Eminem,0.708,0.7290000000000001,-4.621,0.188,0.644,79.024,2071785
Offended,Eminem,0.6559999999999999,0.871,-4.604,0.366,0.75,140.322,1922745
Framed,Eminem,0.7440000000000001,0.821,-3.009,0.161,0.762,145.982,1843919
Castle,Eminem,0.657,0.826,-4.544,0.293,0.26,85.064,1793411
In Your Head,Eminem,0.618,0.792,-5.267,0.284,0.19899999999999998,82.723,1701158
Arose,Eminem,0.612,0.904,-6.0760000000000005,0.429,0.555,75.801,1686011
Revival (Interlude),Eminem,0.618,0.308,-9.799,0.0275,0.753,99.861,1683355
Heat,Eminem,0.835,0.8640000000000001,-5.361000000000001,0.272,0.511,99.04299999999999,1671511
Need Me (feat. Pink),Eminem,0.6970000000000001,0.664,-7.148,0.0626,0.5660000000000001,104.979,1636976
"American Dream (feat. J. Cole, Kendrick Lamar)",Jeezy,0.64,0.85,-5.705,0.17300000000000001,0.591,76.98100000000001,1633638
Plain Jane REMIX,A$AP Ferg,0.7909999999999999,0.8390000000000001,-4.284,0.266,0.38299999999999995,170.113,3329055
Holly Jolly Christmas,Michael Bublé,0.647,0.465,-8.308,0.0428,0.6990000000000001,151.251,3264077
Pray For Me,G-Eazy,0.77,0.502,-9.604,0.13,0.305,127.946,1473087
Corazón,Maluma,0.871,0.768,-5.401,0.122,0.765,98.98899999999999,2930694
"Baby, It's Cold Outside",Dean Martin,0.469,0.196,-16.093,0.0571,0.537,130.036,3266467
But A Dream,G-Eazy,0.583,0.685,-6.978,0.425,0.44,155.947,1453443
Have Yourself A Merry Little Christmas,Sam Smith,0.426,0.177,-9.429,0.0436,0.317,133.483,3058812
Mele Kalikimaka - Single Version,Bing Crosby,0.46299999999999997,0.285,-11.616,0.0476,0.525,204.153,3365020
Bartier Cardi (feat. 21 Savage),Cardi B,0.909,0.546,-7.513,0.175,0.0986,138.043,5873144
Modern Slavery,Huncho Jack,0.737,0.737,-3.72,0.23800000000000002,0.5,134.066,4051455
Dubai Shit,Huncho Jack,0.767,0.529,-4.421,0.0495,0.247,138.076,3925518
Black & Chinese,Huncho Jack,0.6629999999999999,0.8420000000000001,-4.152,0.10099999999999999,0.34600000000000003,159.132,3861235
Saint,Huncho Jack,0.857,0.642,-3.656,0.0588,0.0658,150.06,3737376
Eye 2 Eye,Huncho Jack,0.8109999999999999,0.65,-4.41,0.128,0.179,146.028,3658830
Motorcycle Patches,Huncho Jack,0.87,0.6559999999999999,-5.081,0.11699999999999999,0.41600000000000004,162.835,3261022
Huncho Jack,Huncho Jack,0.7929999999999999,0.568,-3.528,0.0497,0.0611,136.931,3024537
Saint Laurent Mask,Huncho Jack,0.768,0.586,-4.099,0.0402,0.0672,135.002,2619988
Go,Huncho Jack,0.7490000000000001,0.887,-0.898,0.0436,0.638,135.006,2404103
Stir Fry,Migos,0.813,0.8079999999999999,-5.541,0.28600000000000003,0.547,181.993,2390788
Moon Rock,Huncho Jack,0.72,0.725,-3.988,0.0525,0.20199999999999999,142.957,2335187
How U Feel,Huncho Jack,0.855,0.79,-2.565,0.151,0.435,140.016,2278194
Where U From,Huncho Jack,0.76,0.763,-2.964,0.0787,0.321,140.04399999999998,2228444
Joy To The World,Nat King Cole,0.5589999999999999,0.381,-9.446,0.0288,0.667,101.75399999999999,1906976
