Artist,Song,First Week Charted,Last Week Charted,Lyrics,Peak Position,Weeks on Chart
Porter Wagoner And Dolly Parton,Tomorrow Is Forever,1970-02-16,1970-05-18,"

Take my hand and run with me out of the past called yesterday
And walk with me into the future of tomorrow
Yesterday must be forgot no looking back no matter what
There's nothing there but mem'ries that bring sorrow
Yesterday is gone gone but tomorrow is forever
No more crying tears leave tracks and mem'ries find their way back
Tomorrow's waking let's journey there together
Yesterday is gone gone gone but tomorrow is forever
I care not for yesterday I love you as you are today
Yesterday just helped to pass the time while waiting
We must forget the passing time my love for you is the real kind
The kind that won't hurt you no never
Yesterday is gone gone gone but tomorrow is forever
Yesterday is gone gone gone but tomorrow is forever

",9,14
Porter Wagoner And Dolly Parton,We Found It,1973-03-19,1973-04-23,"

[Verse 1]
We've been a searchin' for the love that lost its feelin'
That one time filled our hearts with fire with love revealing
We thought that love had gone never more to be returning
And the fire that we thought had gone out again is brightly burnin'

[Chorus]
Oh we found it, oh we found it
Yes we found it, yeah we found it
Joy to love, joy to love, we found it
And the lights are way down low
The fire of love is high
We found it, yes we found it
Oh we found it, oh we found it
Sweet love you and I

[Verse 2]
Well I never seen a love light shine so bright no wonder we found it
Shining like a neon light with love all around it
It's nights like this with love's sweet bliss sprinkled all around it
We cried a while but now we smiled, mmm-hmm we found it

[Chorus]
Oh we found it, oh we found it
Yes we found it, yes we found it
Joy to love, joy to love, we found it
And the lights are way down low
The fire of love is high
We found it, we have found it
Yes we found it, yes we found it
Sweet love you and I
Oh we found it, yeah we found it
Yes we found it, yeah we found it
Joy to love, joy to love, we found it
And the lights are way down low
The fire of love is high
We found it, yes we found it
Oh yes we found it, yes we found it
Sweet love you and I
Oh we found it, oh we found it
Yes we found it, oh we found it
Joy to love, joy to love, we found it
And the lights are way down low
The fire of love is high

",30,6
Porter Wagoner And Dolly Parton,We'll Get Ahead Someday,1968-07-29,1968-10-14,"

We'll get ahead someday
We'll get ahead someday
If the sun comes up
And we both cut down
We'll get ahead someday

Well I get up early an' work hard all day
Listen to the troubles of my friends
But I don't realize 'til I get home
What an awful shape we're in

The car's wore out
The kids need shoes
Got a bill from the doctor today
The landlord said you'll get out tomorrow
If you don't get me some pay

We'll get ahead someday
We'll get ahead someday
If the sun comes up
And we both cut down
We'll get ahead someday

The paper says there's a sale downtown
I gotta have some money today
Well there's things at home
That ain't never been used
You bought last bargain day

Well you go out on Saturday night
You spend too much money on wine
Well I work hard all week long
And I gotta have a little fun sometimes

We'll get ahead someday
We'll get ahead someday
If the sun comes up
And we both cut down
We'll get ahead someday

",5,12
Ray Price,A Thing Called Sadness,1965-01-04,1965-01-25,"

(It's a thing called sadness)
It's been here since you've been gone it's been hanging round too long
A thing called sadness not much of a friend when you walked out it walked in
In every chair where I sit down it follows me all over town
A thing called sadness not much of a friend when you walked out it walked in
What in the world am I gonna do this old friend can't take the place of you
It only brings back mem'ries of you and all the things that we used to do
In every chair...

",38,4
Ray Price,Burning Memories,1964-03-09,1964-09-07,"

(Burning mem'ries burning mem'ries memories of you that I can't lose)
Tonight I'm burning old love letters photographs and memories of you
Hoping somehow I'll feel better and when the smoke is gone I won't want you
Burning mem'ries teardrops fall while I am
Burning mem'ry burning all the memories of you that I can't lose
My heart to you no longer matters and I can't live alone with memories
Into the fire those dreams you've shattered
And when the smoke is gone then I'll be free
Burning mem'ries teardrops fall while I am
Burning mem'ry burning all the memories of you that I can't lose

",2,27
Ray Price,City Lights,1958-10-20,1959-03-09,"

A bright array of city lights as far as I can see
The great white way shines through the night for lonely guys like me
The cabaretes and honky tonks their flashing signs invite
A broken heart to lose itself in the glow of city lights
Lights that say forget her name in a glass of cherry wine
Lights that offer other girls for empty hearts like mine
They paint a pretty picture of a world that's gay and bright
But it's just a mask for loneliness behind those city lights

The world was dark and God made stars to brighten up the night
The God who put the stars above I don't believe made those lights
Oh it's just a place for men to cry when things don't turn out right
Just a place to run away and hide behind those city lights
Lights that say forget her love in a different athmosphere
Lights that lure are nothing but a masquarade for tears
They paint a pretty picture but my arms can't hold them tight
And I just can't say I love you to a street of city lights

",1,21
Ray Price,Danny Boy,1967-04-03,1967-07-10,"

Oh Danny Boy, the pipes, the pipes are calling
From glen to glen and down the mountain side
The summer's gone and all the leaves are falling
It's you, it's you, must go and I must 'bide
But come ye back when summer's in the meadow
Or when the valley's hushed and white with snow
I'll be here in sunshine and in shadow
Oh Danny Boy, oh Danny Boy, I love you so

But when you've come if all the flow'rs are dying
And if I am dead, and dead I well may be
You'll come and find the place where I am lying
And kneel and say an ""Ave"" over for me
And I shall hear tho' soft you tread above me
And all my grave will warmer sweeter be
And you will call and tell me that you love me
And I shall sleep in peace 'til you come to me
Oh Danny Boy, oh Danny Boy, I love you so

",9,15
Ray Price,For The Good Times,1970-06-29,1970-06-29,"

Don't look so sad
I know it's over
But life goes on
And this old world will keep on turning
Let's just be glad
We had some time to spend together
There's no need to watch the bridges
That were burning

Lay your head upon my pillow
Hold your warm and tender body close to mine
Hear the whisper of the raindrops
Blowing soft against the window
And make believe you love me
One more time for the good times

I'll get along
You'll find another
And I'll be here
If you should find you ever need me
Don't say a word about tomorrow or forever
There'll be time enough for sadness when you leave me

Lay your head upon my pillow
Hold your warm and tender body close to mine
Hear the whisper of the raindrops
Blowing soft against the window
And make believe you love me
One more time for the good times

",39,1
Ray Price,Heart Over Mind,1961-03-20,1961-08-07,"

I love you so much that I can't leave you
Even though my mind tells me I should
But then you make me think that you still love me
And all my thoughts of leavin' do no good

You've got me, heart over mind, worried all the time
Knowin' you will always be the same
You'll keep hurting me I know but I still can't let you go
'Cause my heart won't let my love for you change

Friends tell me they see you out with others
And in my heart I try hard to forget
But then you come home and tell me, you still love me
I still hope there's some chance for us yet

You've got me, heart over mind, worried all the time
And knowin' you will always be the same
You'll keep hurting me I know but I still can't let you go
'Cause my heart won't let my love for you change

",5,21
Ray Price,Heartaches By The Number,1959-05-11,1960-02-08,"

Heartache number one was when you left me
I never knew that I could hurt this way
And heartache number two was when you came back again
You came back and never meant to stay

Now I've got heartaches by the number, troubles by the score
Every day you love me less
Each day I love you more

Yes, I've got heartaches by the number, a love that I can't win
But the day that I'll stop counting
That's the day my world would end

Heartache number three was when you called me
And said that you were coming back to stay
With hopeful heart I waited for your knock on the door
I waited, but you must have lost your way

Now I've got heartaches by the number
And the day that I'll stop counting
That's the day my world will end

",2,40
Ray Price,I Can't Run Away From Myself,1960-10-24,1960-11-07,"

(Hank Cochran - Ray Price)
The day you left me I left town that night
I thought I could forget that you're out of sight
But you're still a part of me and so I see
That miles can't change a thing for me
I ran away from friends that we once knew
I tried to run from thoughts of losing you
I ran away from everybody else
But I can't run away from myself
--- Instrumental ---
It makes no difference just how far I'd go
Your memory will always haunt me so
I realize the truth now since I left
That I can't run away from myself
I ran away from friends that we once knew
I tried to run from thoughts of losing you
I ran away from everybody else
But I can't run away from myself...

",23,3
Ray Price,I Won't Mention It Again,1971-03-15,1971-07-19,"

I know you're tired of being all I ever wanted
You'll no longer feel the love I have for you
What happens now what will I do with all the mem'ries
And the dreams of all the things we'll never do
But I won't mention it again I won't think about tomorrow
Just let it happen live each hour day by day
But let me tell you before you go how much I love you
Then I won't mention it again I won't mention it again
I feel my life has reached an early sign of autumn
In my heart the leaves are falling love is cold
And everything that once was warm and new is gone now
Leaving nothing but this hunger in my soul
But I won't mention it again...

",1,19
Ray Price,I'd Rather Be Sorry,1971-08-09,1971-11-22,"

If you hurt me you won't be the first or the last in the lifetime of many mistakes
But I won't spend tomorrow regreting the past for the chances that I didn't take
Cause I'll never know till it's over if I'm right or I'm wrong loving you
But I'd rather be sorry for something I've done than for something that I didn't do
[ strings ]
When you touch me it's easy to make me believe tomorrow won't take you away
But I'll gamble whatever tomorrow might bring of a life that I'm living today
Cause I'll never know...

",2,16
Ray Price,I've Just Destroyed The World (I'm Living In),1962-05-28,1962-07-16,"

The sun just went behind a cloud
There's darkness all around me now
For I've just destroyed the world I'm livin in
I broke her heart so many times
That now at last I've broken mine
And I've just destroyed the world I'm livin in
What made me think that I could go on hurting Her
I should have known there'd have to be an end
But fools in love are taught by fate
They never learn till it's too Late
And I've just destroyed the world I'm livin in
What made me think that I could go on hurting Her
I should have known there'd have to be an end
But fools in love are taught by fate
They never learn till it's too Late
And I've just destroyed the world I'm livin in

",12,8
Ray Price,Invitation To The Blues,1958-10-20,1958-12-01,"

[Verse 1]
I couldn't sleep last night just walked the floor
Don't know how I stand this anymore
Lonely are the times since I lost you
Received your invitation to the blues

[Chorus]
I don't know why you caused me such pain
I just hope I'll never go through this much again
Thanks for sending something I can't use
Received your invitation to the blues

[Verse 2]
You took the laughter from this world of mine
Thanks to you the sun will never shine
Walk the floor so much wore out my shoes
Received your invitation to the blues

[Chorus]
I don't know why you caused me such pain
I just hope I'll never go through this much again
Lonely me I don't know what to do
Received your invitation to the blues

",16,7
Ray Price,Make The World Go Away,1963-08-05,1964-01-13,"

[Chorus]
(Make the world go away)
And get it off of my shoulders
(Say the things you used to say)
And make the world go away

[Verse 1]
I'm sorry if I hurt you
I'll make it up day by day
Just tell me you still love me
And make the world go away

[Chorus]
(Make the world go away)
Just get it off, off of my shoulders
(Say the things you used to say)
Only you can make it go away

[Verse 2]
You remember when you loved me
Before the world took me astray
If you do then forgive me
And make the world go away

[Chorus]
(Make the world go away)
Just get it off, off of my shoulders
(Say the things you used to say)
And make the world go away

",2,21
Ray Price,Night Life,1963-09-30,1963-10-07,"

[Verse 1]
When the evening sun goes down
You will find me hanging round

[Refrain]
Oh the night life ain't no good life
But it's my life

[Verse 2]
Many people just like me
Dreaming of old used-to-be

[Refrain]
Oh the night life ain't no good life
But it's my life

[Bridge]
Well listen to the blues they're playing
Yeah listen to what the blues are saying

[Verse 3]
Mine is just another scene
From the world of broken dreams

[Refrain]
Oh the night life ain't no good life
But it's my life

[Instrumental]

[Verse 1]
Yeah when the evening sun goes down
You will find me hanging round

[Refrain]
Oh the night life ain't no good life
But it's my life

[Verse 2]
Many people just like me
Dreaming of old used-to-be

[Refrain]
Oh the night life ain't no good life
But it's my life

[Bridge]
Oh, listen to the blues they're playing
Yeah, listen what the blues are saying

[Verse 3]
Mine is just another scene
From the world of broken dreams

[Refrain]
Oh the night life ain't no good life
But it's my life

",28,2
Ray Price,One More Time,1960-04-04,1960-10-03,"

I wonder what the power is that you hold over me
I never get to love you long just your memory
And I make a vow each time you leave that this will draw the line
Then you come back and just like now I'm falling one more time
One more time my lips may kiss you one more time my arms will hold you
But it won't belong until you're gone with a mem'ry left behind
And I just know that when you go I'll be lonely one more time
[ steel ]
Your nearness makes me weaken and I give into you
And I'm doing all the things I said that I wouldn't do
And I make a vow each time you leave that this will draw the line
Then you come back and just like now I'm falling one more time
One more time my lips may kiss you...

",2,27
Ray Price,Please Talk To My Heart,1964-08-31,1964-12-21,"

Please talk to my heart because I'm lonesome pretend even if it's not true
And don't be afraid that you'll hurt me I'm hurting that's why I need you
Please please I'm so lonesome any love you can give me will do
And don't be afraid be afraid because I'm crying I'm crying that's why I need you
[ fiddle ]
If you say once more that it's over don't worry because I'll be blue
You've hurt me before but can't anymore I'm hurting that's why I need you
Please please I'm so lonesome...

",7,17
Ray Price,Pride,1962-09-17,1962-12-24,"

You know that you're doing lots of things that ain't right
You're out with a different party almost every night
And you're making me look like a crazy fool
So why do I have these doubts about leaving you
Because my heart tells me stay but my pride tells me go
But how can I leave you when I love you so
Which way should I turn I'd sure like to know
My heart tells me stay but my pride tells me go
[ steel - fiddle ]
I'd be so much better off to drive you from my mind
And make you the mem'ries that I'd like to leave behind
I know that these heartaches are what you will put me through
So why do I have these doubts about leaving you
Because my heart tells me stay...

",5,15
Ray Price,She Wears My Ring,1968-09-30,1968-12-30,"

She wears my my ring to show the world that she belongs to me
She wears my ring to show the world she's mine eternaly
With loving care I place it on her finger to show my love for all the world to see
This tiny ring is a thing of a tender remotion
An endless fool of love that's as deep as the ocean
She swears to wear it with eternal devotion
That's why I sing because she wears my ring
This tiny ring...

",6,14
Ray Price,She's Got To Be A Saint,1972-11-06,1973-02-12,"

I'm out late every night
Doing things that ain't right
And she'll cry for me
When I'm down in the dumps
And she nurses my lumps
How she cries for me

And she'll never complain
She keeps hiding the pain
But I know all the while
She's not feeling too well
'Cause I put her through hell
Still she forces a smile

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint

There's a dress in a shop
That'll make her eyes pop
But she'll look away
She'd have gotten a lift
If I'd bought her that gift
For her birthday

But her birthday has come
And I feel like a bum
'Cause I spent my last dime
On a worthless old friend
On a drunken weekend
I've done it time after time

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint

Should I stay? Should I go?
I really don't know
My mind's in a blur
Soon it's gonna be dawn
And if she finds me gone
Would it be best for her?

I see her cry in her sleep
So I kiss her wet cheek
I kneel by her and pray
And I'll turn off the light
Step out in the night
And I'll go on my way

She's got to be a saint
Lord know that I ain't
I finally realize
Right before my eyes
Here is a saint

",1,15
Ray Price,Take Me As I Am (Or Let Me Go),1968-01-08,1968-04-01,"

Take Me As I Am (or Let Me Go)
Why must you always try to make me over
Take me as I am or let me go
White lilies never grow on stalks of clover
Take me as I am or let me go
You're trying to reshape me
Like your old love
In the image of the one
You used to know
But I won't be a stand in for an old love
Take me as I am or let me go
You're trying to reshape me
Like your old love
In the image of the one
You used to know
But I won't be a stand in for an old love
Take me as I am or let me go

",8,13
Ray Price,The Same Old Me,1959-10-12,1960-05-02,"

When i saw you with your new love today
It hurt me in an old familiar way
And i know there is nothin' i can do
But i'll always be here waiting just for you
With the same two arms still missin' you
And the same old heart still bein' true
And the same two lips they still belong to you
And the same old me keeps lovin' you
(fiddle solo, then steel solo)
I have tried everything to drive you from my heart
But the memory of you makes me feel so blue
And with every heartbeat i can feel the teardrops start
So you'll always find me waiting here for you
With the same two arms still missin' you
And the same old heart still bein' true
And the same two lips they still belong to you
And the same old me keeps lovin' you

",1,30
Ray Price,The Twenty-Fourth Hour,1961-03-27,1961-06-05,"

There are twenty-three hours that I can get by
But the twenty-fourth hour is the one when I cry
I pray that it won't come, but it comes anyhow
And the twenty-fourth hour is right about now
Right about now, the heartaches start calling
Right about now, the teardrops start falling
The late show is over and there's no place to go
And it's right about now, that I miss you you so
I start counting the hours when daylight begins
Or I know that when night comes, just how it will end
I pray that it won't come, but it comes anyhow
And the twenty-fourth hour is right about now
Right about now, the heartaches start calling
Right about now, the teardrops start falling
The late show is over and there's no place to go
And it's right about now, that I miss you you so

",13,11
Ray Price,Touch My Heart,1966-10-10,1967-02-06,"

Touch my heart feel the hurt it's destroying me
I've tried but can't seem to shake her memory
Touch my heart feel the hurt the pain and misery
Then tell me again what love can do for me
If you lived in my world awhile you'd soon forget how to smile
In my world there's a million ways to cry
If you had my eyes you could see how someone changed my destiny
I'm a man who can't live and yet can't die
Touch my heart feel the hurt...
( steel )
Touch my heart feel the hurt...

",3,18
Ray Price,Walk Me To The Door,1963-02-04,1963-07-08,"

Walk me to the door and hold me close just one more time
Kiss me just once more the way you did when you were mine
The longest walk I'll ever take will be across the floor
That's why I'm asking one last favor walk me to the door

I love another won't you let me be these are the words that you said to me
How can I go through life without you like it was before
When I can even make it to the door
Walk me to the door...
[ strings ]
I promise I won't try to make commands I know I don't deserve you back again
My trembling lips are begging now they never did before
Just one more favor walk me to the door
Walk me to the door...

",7,20
Ray Price,You Took Her Off My Hands (Now Please Take Her Off My Mind),1963-02-25,1963-06-10,"

You took her off my hands when you've stepped in
You changed everything we're not even friends
Don't leave the job half done leave nothing behind
You took her off my hands now please take her off my mind
Please take her photograph my heart's so blue
And take all her memories she now belongs to you
Don't leave the job half done leave nothing behind
You took her off my hands now please take her off my mind
[ strings - steel ]
Please take her photograph...

",11,16
Ray Price,You're The Best Thing That Ever Happened To Me,1973-08-06,1973-11-05,"

[Verse 1]
I've had my share of life's ups and downs
But fate's been kind, the downs have been few
I guess you could say that I've been lucky
And I guess you could say, it's all because of you

[Chorus]
If anyone should ever write my life story
For whatever reason there might be
You'd be there between each line of pain and glory
'Cause you're the best thing that ever happened to me
You're the best thing that ever happened to me

[Verse 2]
Lord, there have been times when the times were so hard
But always, somehow, I made it through
But for every moment I've spent hurting
There was a moment spent loving you

[Chorus]
If anyone should ever write my life story
For whatever reason there might be
You'd be there between each line of pain and glory
'Cause you're the best thing that ever happened to me
You're the best thing that ever happened to me

",1,14
Ray Stevens,Everything Is Beautiful,1970-05-18,1970-06-01,"

[Chorus:]
Jesus loves the little children
All the little children of the world
Red and yellow, black and white
They are precious in his sight
Jesus loves the little children of the world

Everything is beautiful
In its' own way
Like a starry summer night
Or a snow covered winter's day

Everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way

[Verse 1:]
There is none so blind
That is he who will not see
We must not close our minds
We must let our thought be free
For every hour that passes by

You know the world
Gets a little bit older
It's time to realize
That beauty lies
In the eyes of the beholder

[Chorus:]
Everything is beautiful
In its' own way
Like a starry summer nights
Or a snow covered winter's day
Ah, sing it, children

Everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way

[Verse 2:]
We shouldn't care
About the length of his hair
Or the color of his skin
Don't worry about what shows from without
But the love that lives within
We're gonna get it all together now

Everything gonna work out fine
Just take a little time
To look on the good side my friend
And straighten it out in your mind

[Chorus:]
Everything is beautiful
In its' own way
Like a starry summer nights
Or a snow covered winter's day
Ah, sing it, children

Everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way

One more time
Everything is beautiful
In its' own way
Like a starry summer nights

",39,3
Ray Stevens,The Streak,1974-04-29,1974-05-13,"

(Reporter):
Hello, everyone, this is your action news reporter with all the news that is news across the nation, on the scene at the supermarket. There seems to have been some disturbance here. Pardon me, sir, did you see
What happened?

(Witness):
Yeah, I did. I's standin' overe there by the tomaters, and here he come, running through the pole beans, through the fruits and vegetables
Nekkid as a jay bird. And I hollered over to Ethel
I said, ""Don't look, Ethel!"" But it's too late, she'd already been incensed

(Chorus)
Here he comes, look at that, look at that
There he goes, look at that, look at that
And he ain't wearin' no clothes
Oh, yes, they call him the Streak
Look at that, look at that
Fastest thing on two feet
Look at that, look at that
He's just as proud as he can be of his anatomy
He goin' give us a peek
Oh, yes, they call him the Streak
Look at that, look at that
He likes to show off his physique
Look at that, look at that
If there's an audience to be found
He'll be streakin' around
Invitin' public critique

(Reporter):
This is your action news reporter once again, and we're here at the gas station. Pardon me, sir, did you see what happened?

(Witness):
Yeah, I did. I's just in here gettin my tires checked, he just appeared out of the traffic. Come streakin' around the grease rack there, didn't have nothin' on but a smile
I looked in there, and Ethel was gettin' her a cold drink
I hollered, ""Don't look, Ethel!"" But it was too late. She'd already been mooned
Flashed her right there in front of the shock absorbers

(Chorus)
He ain't crude, look at that, look at that
He ain't lewd, look at that, look at that
He's just in the mood to run in the nude
Oh, yes, they call him the Streak
Look at that, look at that
He likes to turn the other cheek
Look at that, look at that
He's always makin' the news
Wearin' just his tennis shoes
Guess you could call him unique

(Reporter):
Once again, your action news reporter in the booth at the gym, covering the disturbance at the basketball playoff. Pardon me, sir, did you see what happened?

(Witness):
Yeah, I did. Half time, I's just goin' down thar to get Ethel a snow
Cone. And here he come, right out of the cheap seats, dribbling, Right down the middle of the court.
Didn't have on nothing but his PF's
Made a hook shot and got out through the concessions stand. I hollered up at Ethel, I said, ""Don't look, Ethel!"" But it was too late. She'd already got a free shot. Grandstandin', right there in front of the home team

(Chorus) (Witness):
Oh, yes, they call him the Streak
(Here he comes again)
Look at that, look at that
(Who's that with him?)
The fastest thing on two feet
(Ethel? Is that you, Ethel?)
Look at that, look at that
(What do you think you're doin'?)
He's just as proud as he can be
(You git your clothes on!)
Of his anatomy
He's gonna give us a peek
Oh, yes, they call him the Streak
(Ethel! Where you goin'?)
Look at that, look at that
(Ethel, you shameless hussy)
He likes to show off his physique
(Say it isn't so)
Look at that, look at that
(Ethel! Ethelllllll!!!)
If there's an audience to be found
He'll be streakin' around
Invitin' public critique

",6,3
Ray Stevens,Turn Your Radio On,1971-12-20,1972-02-21,"

Welcome and listen into a radio station
Where the mighty hosts of heaven sing
Turn your radio on - turn your radio
Turn your radio on - turn your radio on
If you wanna feel those good vibrations
Coming from the joy that His love can bring
Turn your radio on - turn your radio on
Turn your radio on

Turn your radio on - oh yes, turn your radio on
And listen to the music in the air - and listen to the music in the air
Turn your radio on - oh yes, turn your radio on
And glory share - and glory, glory share
Turn your lights down low - oh yes, turn your lights down low
And listen to the master's radio - and listen to the master's radio
Get in touch with God - get in touch with God
Turn your radio on - turn your radio on

A don't you know that everybody is a radio receiver
All you gotta do is listen for the call
Turn your radio on - turn your radio
Turn your radio on - turn your radio on
If you listen in you will be a believer
Leanin' on the truth that will never fall
Get in touch with God - get in touch with God
Turn your radio on

Turn your radio on - oh yes, turn your radio on
And listen to the music in the air - and listen to the music in the air
Turn your radio on - oh yes, turn your radio on
And glory share - and glory, glory share
Turn your lights down low - oh yes, turn your lights down low
And listen to the master's radio - and listen to the master's
Turn your lights down low and listen to the master's radio
Get in touch with God - get in touch with God
Turn your radio on - turn your radio on

",17,10
Red Simpson,"Diesel Smoke, Dangerous Curves",1967-01-16,1967-01-23,"

I'm a drivin' this truck for a mountain road I got a hot rod rig and I'm a flyin' low
My eyes're filled with diesel smoke air fan curves ain't no joke
Diesel smoke dangerous curves
I was out last night drinkin' beer with the guys
Got an achin' head and blood shot eyes
I ended up with a pretty little dame I didn't even know her name
Diesel smoke dangerous curves
If I deliver this hot shot plate I gotta get a goin' cause I'm runnin' late
These mountain grades are mighty steep can't stay away there ain't had no sleep
Diesel smoke dangerous curves
( guitar )
There's a cute little waitress at the bottom of the grades
She's got hot coffee already made
I gotta keep my eyes upon the road cause I'm goin' down the hill heavy load
Diesel smoke dangerous curves
Well I must have closed my eyes for a while casuse here I am and I'm a runnin' wild
I turn my brakes strip my gears gonna have to ride her down I fear
Diesel smoke dangerous curves
I wish I'd left the wind alone but it's too late now cause I think I'm gone
I got myself into this fix just because I drive to mix
Diesel smoke dangerous curves diesel smoke dangerous curves

",41,2
Red Simpson,I'm A Truck,1971-12-06,1972-03-20,"

Hello I'm a truck
You've heard songs about truck drivers many times their stories told
How they pulled out of Pittsburg for six days on the road
Bout the Feather River Canyon and climbin' the old grapevine
That old roadhouse down in Texas and the girls they've left behind
You've heard their tales of daring and I think that's just fine
But if you can spare a minute well I'd like to tell you mine
There'd be no truck drivers if it wasn't for us trucks
No double clutching gear jaming coffee drinking nuts
They'll drive their way to glory and they have all the luck
There'd be no truck drivers if it wasn't for us trucks

Well there he sits in that cafe drinking coffee and telling lies
Prob'ly telling 'em how to talk that hill ten miles back
How telling 'em how he missed a gear and that Volkswagen full of hippies
Passed us like I was sitting up on jacks or how we took that curve over on 66
Han't-a been for me hanging on the shoulder we'd both wound up in the ditch
If we're on time he takes the credit if we're late I get the blame
Up those hills with shutters open my stacks are running flame
My stack a running red light sucking diesel from the tanks
I take him south and bring him back without a word of thanks
So now you've heard my story and I guess it's my tough luck
There'd be no truck drivers if it wadn't for us trucks
There'd be no truck drivers...

Look at him sipping coffee and flirtin' with that waitress
And where do you think he left me that's right next to cattle truck (mooo)
Why couldn't we have put me next to that little pink mack sittin' over there
Gosh she's got pretty mud flaps and talk about stracked they're both chromed
Well he'll be coming out in a minute and he'll get that bar
And he'll go around and beat on my tires
You know for two pints of diesel I'd have a flat on the inside dual
Ha that fixed him I never did like the way he drives anyhow
Thainks he's God's gift to waitresses he never gives 'em a tip
Well I know what he's gonna do now he's gonna take out
The tape cartridge of Back Owens and play it again
I don't know why he don't get a Merle Haggard tape

",4,16
Red Simpson,Roll Truck Roll,1966-03-28,1966-04-18,"

I'm going down to Feather River Canyon gotta go down Donner Summit is closed
Another eighty miles and I sure am lonesome cause I'll be late gettin' home
Roll truck roll take me to my baby I'm tired of bein' alone
Roll truck roll I wanna see my baby roll truck roll me on home

One of these days I'm gonna quit this old road when I've saved enough money
Gonna buy me a place back home and live a little just me and my kids and my honey
Mama said little Danny's not doing too good in school
Said he keeps talkin' about his daddy that he hardly knows
Teacher said that he just sits at his desk and draws the pictures of trucks
I guess I know what that means and what it shows
Why I'm not home three months out of the year
And here lately it's showing on me too
I saw a lot of country at first and I really like it then
But anymore there's just none of it new
Oh what a long old haul this has been
I've had rain most of the way and now it's beginning to pour
It sure looks cold that wind blowin' up through that canyon
But I gotta keep my spirits up so I guess I'll sing a little more
I'm going down to Feather River Canyon...
Roll truck roll me on home

",38,4
Red Simpson,The Highway Patrol,1966-05-30,1966-06-13,"

I got a star on my car and one on my chest
A gun on my hip and the right to arrest
I'm the guy who's the boss on this highway
So watch out what you're doin' when you're drivin' my
Way
If you break the law, you'll hear from me, I know
I'm a-workin' for the state I'm The Highway Patrol

Well, you'll know me when you see me
'Cause my door's painted white
My siren a-screamin' and my flashin' red lights
I work all day and I work all night
Yes a-keepin' law and order, tryin' to do what's right
If I write you out a ticket, then you'd better drive
Slow
I'm just a-doin' my job, I'm The Highway Patrol

I'm the Highway Patrol, the Highway Patrol
My hours are long, and my pay is low

But I'll do my best to keep you driving slow
I'm just a-doin' my job, I'm The Highway Patrol

If your driving to fast, like you shouldn't do
You can bet your boots, I'm coming after you
If you wanna race, then get on a race track
Cause if you try and run away, I'm gonna bring ya back
I'm here to keep all the speeders driving slow
I'm just a-doin' my job, I'm The Highway Patrol

I'm the Highway Patrol, the Highway Patrol
My hours are long, and my pay is low
But I'll do my best to keep you driving slow
I'm just a-doin' my job, I'm The Highway Patrol

I'm just a-doin' my job, I'm The Highway Patrol

",39,3
Red Sovine,Dream House For Sale,1964-01-06,1964-03-23,"

[Chorus]
Dream house for sale
Maybe it's meant for you
If you're among the lucky ones
That have found a love that's true

[Verse 1]
I was looking through the morning paper
Like a lot of us do everyday
When I saw an ad that caught my eye
This is what it had to say
One dream house for sale
Its a bargain for nothing down
And there's no closing cost for the dreams I lost
When the girl I love left town
There's five rooms, a bath on an acre of land
And a nursery painted pink and blue
A baby bed and a little white high chair
And it's all almost new
There's a sad-eyes old dog and a picket fence
Around a yard that's full of weeds
Why just one look and its easy to see
A little love is all that it needs

[Chorus]
Dream house for sale
Maybe it's meant for you
If you're among the lucky ones
That have found a love that's true

[Verse 2]
The only thing wrong with this house of mine
Is the black cloud that hangs above
I guess it's there to keep out the sunshine
Since mine's a house without love
That's just about all there is to tell
About a boy and his love that failed
Four words tell the rest of my story
Dream house for sale

[Chorus]
Dream house for sale
Maybe it's meant for you
If you're among the lucky ones
That have found a love that's true

",22,12
Red Sovine,I Didn't Jump The Fence,1967-02-20,1967-05-01,"

(She's the one got lonely I didn't jump the fence)
Mr Angry neighbor yes I know just how you feel
Cause I've been taking your fruit but don't tell me I steal
I haven't been in your yard my tracks ain't on your ground
Your tree hangs over my fence the nights you're not around
I didn't jump the fence the fruit was offered free
I couldn't reach your apples if you just trimmed the tree
Well sure I've held your darling but Mister where's your sence
She's the one got lonely I didn't jump the fence

Now friend you see that little trail that runs between our home
These ain't the shoes that wore it there the nights that you were gone
So don't show me your anger or shout I stole a kiss
When she did all the walking I didn't jump the fence
I didn't jump the fence...

",17,11
