Artist,Song,Date,Current Rank,Last Weeks Position,Weeks on Chart,Peak Position
Carl Mann,Pretend,1959-12-07,81,71,57,7
Ivo Robic and The Song-Masters,Morgen,1959-12-07,82,68,13,17
"Dancer, Prancer And Nervous",The Happy Reindeer,1959-12-07,83,0,0,0
Rod Bernard,One More Chance,1959-12-07,84,74,74,5
Jane Morgan,Happy Anniversary,1959-12-07,85,89,83,5
Sam Cooke,"There, I've Said It Again",1959-12-07,86,84,81,5
Titus Turner,We Told You Not To Marry,1959-12-07,87,93,87,3
Pat Boone,Beyond The Sunset,1959-12-07,88,96,88,2
Sammy Turner,Symphony,1959-12-07,89,90,89,2
Bobby Peterson Quintet,The Hunch,1959-12-07,90,78,71,7
Sonny Spencer,Gilee,1959-12-07,91,82,82,4
Bobby Comstock,Tennessee Waltz,1959-12-07,92,79,52,7
"Carl Dobkins, Jr.",Lucky Devil,1959-12-07,93,0,0,0
5 Satins,Shadows,1959-12-07,94,95,94,2
April Stevens,Teach Me Tiger,1959-12-07,95,99,95,2
Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1959-12-07,96,0,0,0
The Four Lads,Happy Anniversary,1959-12-07,97,100,77,5
Jimmy Clanton,"Go, Jimmy, Go",1959-12-07,98,0,0,0
Dee Clark,How About That,1959-12-07,99,0,0,0
The Nutty Squirrels,Uh! Oh! Part 1,1959-12-07,100,0,0,0
Guy Mitchell,Heartaches By The Number,1959-12-14,1,2,1,11
The Fleetwoods,Mr. Blue,1959-12-14,2,3,1,15
Bobby Darin,Mack The Knife,1959-12-14,3,1,1,17
Ernie Fields & Orch.,In The Mood,1959-12-14,4,5,4,13
Frankie Avalon,Why,1959-12-14,5,24,5,4
Bobby Rydell,We Got Love,1959-12-14,6,6,6,10
Della Reese,Don't You Know,1959-12-14,7,4,2,13
Brook Benton,So Many Ways,1959-12-14,8,7,6,9
Paul Anka,It's Time To Cry,1959-12-14,9,18,9,4
Miss Toni Fisher,The Big Hurt,1959-12-14,10,17,10,5
Marty Robbins,El Paso,1959-12-14,11,15,11,6
Fats Domino,Be My Guest,1959-12-14,12,8,8,8
Freddie Cannon,Way Down Yonder In New Orleans,1959-12-14,13,31,13,4
Neil Sedaka,Oh! Carol,1959-12-14,14,9,9,10
The Nutty Squirrels,Uh! Oh! Part 2,1959-12-14,15,19,15,6
Fabian,Hound Dog Man,1959-12-14,16,21,16,5
Johnny Mathis,Misty,1959-12-14,17,13,12,11
The Browns,Scarlet Ribbons (For Her Hair),1959-12-14,18,16,16,7
Conway Twitty,Danny Boy,1959-12-14,19,10,10,12
Steve Lawrence,Pretty Blue Eyes,1959-12-14,20,44,20,4
Connie Francis,Among My Souvenirs,1959-12-14,21,38,21,4
Sammy Turner,Always,1959-12-14,22,22,19,7
Ricky Nelson,I Wanna Be Loved,1959-12-14,23,40,23,3
The Drifters,Dance With Me,1959-12-14,24,23,15,10
Lloyd Price and His Orchestra,Come Into My Heart,1959-12-14,25,20,20,8
Paul Evans and the Curls,(Seven Little Girls) Sitting In The Back Seat,1959-12-14,26,14,9,14
Fabian,This Friendly World,1959-12-14,27,25,25,4
Johnny And The Hurricanes,Reveille Rock,1959-12-14,28,28,25,7
Dinah Washington,Unforgettable,1959-12-14,29,30,17,11
Santo & Johnny,Tear Drop,1959-12-14,30,52,30,3
Larry Hall,Sandy,1959-12-14,31,37,31,4
Annette With The Afterbeats,First Name Initial,1959-12-14,32,42,32,8
The Drifters,"(If You Cry) True Love, True Love",1959-12-14,33,34,33,7
Rocco Granata and the International Quintet,Marina,1959-12-14,34,32,32,6
Royal Teens,Believe Me,1959-12-14,35,36,26,8
Paul Anka,Put Your Head On My Shoulder,1959-12-14,36,11,2,16
Bob Beckham,Just As Much As Ever,1959-12-14,37,33,32,18
Wink Martindale,Deck Of Cards,1959-12-14,38,12,7,14
Jerry Wallace With The Jewels,Primrose Lane,1959-12-14,39,29,8,18
Ray Charles and his Orchestra,I'm Movin' On,1959-12-14,40,45,40,6
Johnny Preston,Running Bear,1959-12-14,41,51,41,9
Andy Williams,Lonely Street,1959-12-14,42,26,5,15
Marv Johnson,You Got What It Takes,1959-12-14,43,39,32,7
Sarah Vaughan,Smooth Operator,1959-12-14,44,50,44,7
Rock-A-Teens,Woo-Hoo,1959-12-14,45,27,16,11
Willy Alberti,Marina,1959-12-14,46,60,46,3
Tommy Facenda,High School U.S.A.,1959-12-14,47,54,28,9
Bill Black's Combo,Smokie - Part 2,1959-12-14,48,65,48,3
Frank Sinatra,Talk To Me,1959-12-14,49,43,38,9
Fireflies,You Were Mine,1959-12-14,50,48,21,15
Fats Domino,I've Been Around,1959-12-14,51,58,33,8
The Clovers,Love Potion No. 9,1959-12-14,52,47,23,14
The Islanders,The Enchanted Sea,1959-12-14,53,35,15,12
The Nutty Squirrels,Uh! Oh! Part 1,1959-12-14,54,100,54,2
Ricky Nelson,Mighty Good,1959-12-14,55,61,55,3
Jackie Wilson,Talk That Talk,1959-12-14,56,72,56,4
The Revels,Midnight Stroll,1959-12-14,57,46,35,9
Kitty Kallen,If I Give My Heart To You,1959-12-14,58,53,34,11
Don Costa And His Orchestra And Chorus,I'll Walk The Line,1959-12-14,59,67,59,5
Connie Francis,God Bless America,1959-12-14,60,59,46,5
Cliff Richard and The Drifters,Living Doll,1959-12-14,61,57,30,12
Sandy Nelson,Teen Beat,1959-12-14,62,41,4,15
The Spacemen,The Clouds,1959-12-14,63,62,41,9
Ray Peterson,Goodnight My Love (Pleasant Dreams),1959-12-14,64,69,64,5
The Crests,A Year Ago Tonight,1959-12-14,65,71,65,2
The Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959-12-14,66,55,13,15
The Coasters,What About Us,1959-12-14,67,77,67,2
Fireballs,Torquay,1959-12-14,68,70,39,12
The Passions,Just To Be With You,1959-12-14,69,73,69,10
Andy Williams,The Village Of St. Bernadette,1959-12-14,70,0,0,0
Lloyd Price and His Orchestra,Wont'cha Come Home,1959-12-14,71,56,43,6
Tommy Edwards,Honestly And Truly,1959-12-14,72,68,65,7
Bill Haley And His Comets,Joey's Song,1959-12-14,73,49,46,11
Jimmy Clanton,"Go, Jimmy, Go",1959-12-14,74,98,74,2
Johnny Mathis,The Best Of Everything,1959-12-14,75,63,62,5
The Exotic Sounds of Martin Denny,The Enchanted Sea,1959-12-14,76,64,28,8
Tommy Edwards,(New In) The Ways Of Love,1959-12-14,77,66,66,5
Pat Boone,Beyond The Sunset,1959-12-14,78,88,78,3
LaVern Baker,Tiny Tim,1959-12-14,79,75,63,7
"Dancer, Prancer And Nervous",The Happy Reindeer,1959-12-14,80,83,80,2
Della Reese,Not One Minute More,1959-12-14,81,0,0,0
Sammy Turner,Symphony,1959-12-14,82,89,82,3
Titus Turner,We Told You Not To Marry,1959-12-14,83,87,83,4
Rod Bernard,One More Chance,1959-12-14,84,84,74,6
"Carl Dobkins, Jr.",Lucky Devil,1959-12-14,85,93,85,2
April Stevens,Teach Me Tiger,1959-12-14,86,95,86,3
5 Satins,Shadows,1959-12-14,87,94,87,3
Dee Clark,How About That,1959-12-14,88,99,88,2
David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),1959-12-14,89,0,0,0
Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1959-12-14,90,96,90,2
Frankie Avalon,Just Ask Your Heart,1959-12-14,91,78,7,16
Mitch Miller,Do-Re-Mi,1959-12-14,92,0,0,0
Bobby Freeman,Ebb Tide,1959-12-14,93,0,0,0
Jane Morgan,Happy Anniversary,1959-12-14,94,85,83,6
Gary Stites,Starry Eyed,1959-12-14,95,79,77,7
The Bluenotes,I Don't Know What It Is,1959-12-14,96,0,0,0
Bonnie Guitar,Candy Apple Red,1959-12-14,97,0,0,0
The Kingston Trio,CooCoo-U,1959-12-14,98,0,0,0
The Harry Simeone Chorale,The Little Drummer Boy,1959-12-14,99,-,13,10
Hugo & Luigi,Just Come Home,1959-12-14,100,0,0,0
Guy Mitchell,Heartaches By The Number,1959-12-21,1,1,1,12
Frankie Avalon,Why,1959-12-21,2,5,2,5
Marty Robbins,El Paso,1959-12-21,3,11,3,7
Miss Toni Fisher,The Big Hurt,1959-12-21,4,10,4,6
Freddie Cannon,Way Down Yonder In New Orleans,1959-12-21,5,13,5,5
Paul Anka,It's Time To Cry,1959-12-21,6,9,6,5
Bobby Darin,Mack The Knife,1959-12-21,7,3,1,18
Bobby Rydell,We Got Love,1959-12-21,8,6,6,11
Connie Francis,Among My Souvenirs,1959-12-21,9,21,9,5
Fabian,Hound Dog Man,1959-12-21,10,16,10,6
Ernie Fields & Orch.,In The Mood,1959-12-21,11,4,4,14
Fabian,This Friendly World,1959-12-21,12,27,12,5
Della Reese,Don't You Know,1959-12-21,13,7,2,14
The Browns,Scarlet Ribbons (For Her Hair),1959-12-21,14,18,14,8
Brook Benton,So Many Ways,1959-12-21,15,8,6,10
Neil Sedaka,Oh! Carol,1959-12-21,16,14,9,11
The Fleetwoods,Mr. Blue,1959-12-21,17,2,1,16
The Nutty Squirrels,Uh! Oh! Part 2,1959-12-21,18,15,15,7
Steve Lawrence,Pretty Blue Eyes,1959-12-21,19,20,19,5
Ricky Nelson,I Wanna Be Loved,1959-12-21,20,23,20,4
Fats Domino,Be My Guest,1959-12-21,21,12,8,9
Johnny Mathis,Misty,1959-12-21,22,17,12,12
Santo & Johnny,Tear Drop,1959-12-21,23,30,23,4
Johnny Preston,Running Bear,1959-12-21,24,41,24,10
Marv Johnson,You Got What It Takes,1959-12-21,25,43,25,8
Lloyd Price and His Orchestra,Come Into My Heart,1959-12-21,26,25,20,9
Conway Twitty,Danny Boy,1959-12-21,27,19,10,13
Bill Black's Combo,Smokie - Part 2,1959-12-21,28,48,28,4
Larry Hall,Sandy,1959-12-21,29,31,29,5
Johnny And The Hurricanes,Reveille Rock,1959-12-21,30,28,25,8
Rocco Granata and the International Quintet,Marina,1959-12-21,31,34,31,7
Annette With The Afterbeats,First Name Initial,1959-12-21,32,32,32,9
The Drifters,Dance With Me,1959-12-21,33,24,15,11
Sammy Turner,Always,1959-12-21,34,22,19,8
Jimmy Clanton,"Go, Jimmy, Go",1959-12-21,35,74,35,3
Connie Francis,God Bless America,1959-12-21,36,60,36,6
Bob Beckham,Just As Much As Ever,1959-12-21,37,37,32,19
Ricky Nelson,Mighty Good,1959-12-21,38,55,38,4
The Drifters,"(If You Cry) True Love, True Love",1959-12-21,39,33,33,8
Royal Teens,Believe Me,1959-12-21,40,35,26,9
Paul Evans and the Curls,(Seven Little Girls) Sitting In The Back Seat,1959-12-21,41,26,9,15
Dinah Washington,Unforgettable,1959-12-21,42,29,17,12
Paul Anka,Put Your Head On My Shoulder,1959-12-21,43,36,2,17
Jackie Wilson,Talk That Talk,1959-12-21,44,56,44,5
The Nutty Squirrels,Uh! Oh! Part 1,1959-12-21,45,54,45,3
Willy Alberti,Marina,1959-12-21,46,46,46,4
The Harry Simeone Chorale,The Little Drummer Boy,1959-12-21,47,99,13,11
Wink Martindale,Deck Of Cards,1959-12-21,48,38,7,15
Tommy Facenda,High School U.S.A.,1959-12-21,49,47,28,10
Jerry Wallace With The Jewels,Primrose Lane,1959-12-21,50,39,8,19
The Spacemen,The Clouds,1959-12-21,51,63,41,10
Della Reese,Not One Minute More,1959-12-21,52,81,52,2
The Clovers,Love Potion No. 9,1959-12-21,53,52,23,15
Sarah Vaughan,Smooth Operator,1959-12-21,54,44,44,8
Ray Charles and his Orchestra,I'm Movin' On,1959-12-21,55,40,40,7
Andy Williams,The Village Of St. Bernadette,1959-12-21,56,70,56,2
The Crests,A Year Ago Tonight,1959-12-21,57,65,57,3
Frank Sinatra,Talk To Me,1959-12-21,58,49,38,10
Andy Williams,Lonely Street,1959-12-21,59,42,5,16
Lloyd Price and His Orchestra,Wont'cha Come Home,1959-12-21,60,71,43,7
Dee Clark,How About That,1959-12-21,61,88,61,3
Fireflies,You Were Mine,1959-12-21,62,50,21,16
Fats Domino,I've Been Around,1959-12-21,63,51,33,9
Ray Peterson,Goodnight My Love (Pleasant Dreams),1959-12-21,64,64,64,6
The Coasters,What About Us,1959-12-21,65,67,65,3
Don Costa And His Orchestra And Chorus,I'll Walk The Line,1959-12-21,66,59,59,6
Rock-A-Teens,Woo-Hoo,1959-12-21,67,45,16,12
David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),1959-12-21,68,89,68,2
Cliff Richard and The Drifters,Living Doll,1959-12-21,69,61,30,13
Kitty Kallen,If I Give My Heart To You,1959-12-21,70,58,34,12
Pat Boone,Beyond The Sunset,1959-12-21,71,78,71,4
Fireballs,Torquay,1959-12-21,72,68,39,13
Hugo & Luigi,Just Come Home,1959-12-21,73,100,73,2
LaVern Baker,Tiny Tim,1959-12-21,74,79,63,8
Mitch Miller,Do-Re-Mi,1959-12-21,75,92,75,2
"Dancer, Prancer And Nervous",The Happy Reindeer,1959-12-21,76,80,76,3
The Revels,Midnight Stroll,1959-12-21,77,57,35,10
Tommy Edwards,(New In) The Ways Of Love,1959-12-21,78,77,66,6
The Islanders,The Enchanted Sea,1959-12-21,79,53,15,13
Tommy Edwards,Honestly And Truly,1959-12-21,80,72,65,8
Rod Bernard,One More Chance,1959-12-21,81,84,74,7
Tony Bennett,Climb Ev'ry Mountain,1959-12-21,82,0,0,0
Titus Turner,We Told You Not To Marry,1959-12-21,83,83,83,5
"Carl Dobkins, Jr.",Lucky Devil,1959-12-21,84,85,84,3
Dorothy Collins,Baciare Baciare (Kissing Kissing),1959-12-21,85,0,0,0
Jane Morgan,Happy Anniversary,1959-12-21,86,94,83,7
The Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959-12-21,87,66,13,16
The Coasters,Run Red Run,1959-12-21,88,0,0,0
The Bluenotes,I Don't Know What It Is,1959-12-21,89,96,89,2
Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1959-12-21,90,90,90,3
Johnny Cash,The Little Drummer Boy,1959-12-21,91,0,0,0
Sandy Nelson,Teen Beat,1959-12-21,92,62,4,16
Frankie Avalon,Swingin' On A Rainbow,1959-12-21,93,0,0,0
Clyde McPhatter,Let's Try Again,1959-12-21,94,0,0,0
Bill Haley And His Comets,Joey's Song,1959-12-21,95,73,46,12
Brook Benton,This Time Of The Year,1959-12-21,96,0,0,0
Bonnie Guitar,Candy Apple Red,1959-12-21,97,97,97,2
Rod Lauren,If I Had A Girl,1959-12-21,98,0,0,0
Brenda Lee,Sweet Nothin's,1959-12-21,99,0,0,0
Mark Dinning,Teen Angel,1959-12-21,100,0,0,0
Frankie Avalon,Why,1959-12-28,1,2,1,6
Marty Robbins,El Paso,1959-12-28,2,3,2,8
Miss Toni Fisher,The Big Hurt,1959-12-28,3,4,3,7
Paul Anka,It's Time To Cry,1959-12-28,4,6,4,6
Freddie Cannon,Way Down Yonder In New Orleans,1959-12-28,5,5,5,6
Guy Mitchell,Heartaches By The Number,1959-12-28,6,1,1,13
Connie Francis,Among My Souvenirs,1959-12-28,7,9,7,6
Bobby Darin,Mack The Knife,1959-12-28,8,7,1,19
Fabian,Hound Dog Man,1959-12-28,9,10,9,7
Steve Lawrence,Pretty Blue Eyes,1959-12-28,10,19,10,6
Johnny Preston,Running Bear,1959-12-28,11,24,11,11
Bobby Rydell,We Got Love,1959-12-28,12,8,6,12
The Browns,Scarlet Ribbons (For Her Hair),1959-12-28,13,14,13,9
The Nutty Squirrels,Uh! Oh! Part 2,1959-12-28,14,18,14,8
The Harry Simeone Chorale,The Little Drummer Boy,1959-12-28,15,47,13,12
Larry Hall,Sandy,1959-12-28,16,29,16,6
Brook Benton,So Many Ways,1959-12-28,17,15,6,11
Ernie Fields & Orch.,In The Mood,1959-12-28,18,11,4,15
Jimmy Clanton,"Go, Jimmy, Go",1959-12-28,19,35,19,4
Fabian,This Friendly World,1959-12-28,20,12,12,6
Della Reese,Don't You Know,1959-12-28,21,13,2,15
The Fleetwoods,Mr. Blue,1959-12-28,22,17,1,17
Bill Black's Combo,Smokie - Part 2,1959-12-28,23,28,23,5
Fats Domino,Be My Guest,1959-12-28,24,21,8,10
Neil Sedaka,Oh! Carol,1959-12-28,25,16,9,12
Ricky Nelson,I Wanna Be Loved,1959-12-28,26,20,20,5
Marv Johnson,You Got What It Takes,1959-12-28,27,25,25,9
Andy Williams,The Village Of St. Bernadette,1959-12-28,28,56,28,3
Annette With The Afterbeats,First Name Initial,1959-12-28,29,32,29,10
Santo & Johnny,Tear Drop,1959-12-28,30,23,23,5
Lloyd Price and His Orchestra,Come Into My Heart,1959-12-28,31,26,20,10
Della Reese,Not One Minute More,1959-12-28,32,52,32,3
Conway Twitty,Danny Boy,1959-12-28,33,27,10,14
"Dancer, Prancer And Nervous",The Happy Reindeer,1959-12-28,34,76,34,4
Rocco Granata and the International Quintet,Marina,1959-12-28,35,31,31,8
Johnny Mathis,Misty,1959-12-28,36,22,12,13
The Drifters,Dance With Me,1959-12-28,37,33,15,12
Bob Beckham,Just As Much As Ever,1959-12-28,38,37,32,20
Connie Francis,God Bless America,1959-12-28,39,36,36,7
Sammy Turner,Always,1959-12-28,40,34,19,9
David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),1959-12-28,41,68,41,3
Willy Alberti,Marina,1959-12-28,42,46,42,5
Jackie Wilson,Talk That Talk,1959-12-28,43,44,43,6
Johnny And The Hurricanes,Reveille Rock,1959-12-28,44,30,25,9
Ricky Nelson,Mighty Good,1959-12-28,45,38,38,5
The Spacemen,The Clouds,1959-12-28,46,51,41,11
Royal Teens,Believe Me,1959-12-28,47,40,26,10
Frankie Avalon,Swingin' On A Rainbow,1959-12-28,48,93,48,2
Dee Clark,How About That,1959-12-28,49,61,49,4
Mark Dinning,Teen Angel,1959-12-28,50,100,50,2
The Coasters,What About Us,1959-12-28,51,65,51,4
The Crests,A Year Ago Tonight,1959-12-28,52,57,52,4
Tommy Edwards,(New In) The Ways Of Love,1959-12-28,53,78,53,7
Tommy Facenda,High School U.S.A.,1959-12-28,54,49,28,11
Hugo & Luigi,Just Come Home,1959-12-28,55,73,55,3
The Drifters,"(If You Cry) True Love, True Love",1959-12-28,56,39,33,9
Jane Morgan,Happy Anniversary,1959-12-28,57,86,57,8
Jim Reeves,He'll Have To Go,1959-12-28,58,0,0,0
Bing Crosby,White Christmas,1959-12-28,59,-,59,3
Jerry Wallace With The Jewels,Primrose Lane,1959-12-28,60,50,8,20
Stonewall Jackson,Mary Don't You Weep,1959-12-28,61,0,0,0
Rod Lauren,If I Had A Girl,1959-12-28,62,98,62,2
Johnny Cash,The Little Drummer Boy,1959-12-28,63,91,63,2
Ray Charles and his Orchestra,I'm Movin' On,1959-12-28,64,55,40,8
The Nutty Squirrels,Uh! Oh! Part 1,1959-12-28,65,45,45,4
Paul Evans and the Curls,(Seven Little Girls) Sitting In The Back Seat,1959-12-28,66,41,9,16
Webb Pierce,No Love Have I,1959-12-28,67,0,0,0
Wink Martindale,Deck Of Cards,1959-12-28,68,48,7,16
Lloyd Price and His Orchestra,Wont'cha Come Home,1959-12-28,69,60,43,8
Mitch Miller,Do-Re-Mi,1959-12-28,70,75,70,3
The Clovers,Love Potion No. 9,1959-12-28,71,53,23,16
Dion & The Belmonts,Where Or When,1959-12-28,72,0,0,0
Dorothy Collins,Baciare Baciare (Kissing Kissing),1959-12-28,73,85,73,2
Clyde McPhatter,Let's Try Again,1959-12-28,74,94,74,2
Rod Bernard,One More Chance,1959-12-28,75,81,74,8
Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1959-12-28,76,90,76,4
Brook Benton,This Time Of The Year,1959-12-28,77,96,77,2
The Four Preps,Down By The Station,1959-12-28,78,0,0,0
Dinah Washington,Unforgettable,1959-12-28,79,42,17,13
The Bluenotes,I Don't Know What It Is,1959-12-28,80,89,80,3
Tony Bennett,Climb Ev'ry Mountain,1959-12-28,81,82,81,2
"Carl Dobkins, Jr.",Lucky Devil,1959-12-28,82,84,82,4
Duane Eddy His Twangy Guitar And The Rebels,Bonnie Came Back,1959-12-28,83,0,0,0
The Coasters,Run Red Run,1959-12-28,84,88,84,2
Pat Boone,Beyond The Sunset,1959-12-28,85,71,71,5
Paul Anka,Put Your Head On My Shoulder,1959-12-28,86,43,2,18
Jimmy Jones,Handy Man,1959-12-28,87,0,0,0
Anita Bryant,Promise Me A Rose (A Slight Detail),1959-12-28,88,0,0,0
Conway Twitty,Lonely Blue Boy,1959-12-28,89,0,0,0
Brenda Lee,Sweet Nothin's,1959-12-28,90,99,90,2
Joe Turner,Honey Hush,1959-12-28,91,0,0,0
Sarah Vaughan,Smooth Operator,1959-12-28,92,54,44,9
Joni James,Little Things Mean A Lot,1959-12-28,93,0,0,0
Anita Bryant,Do-Re-Mi,1959-12-28,94,0,0,0
LaVern Baker,Tiny Tim,1959-12-28,95,74,63,9
Titus Turner,We Told You Not To Marry,1959-12-28,96,83,83,6
Frank Sinatra,Talk To Me,1959-12-28,97,58,38,11
The Viscounts,Harlem Nocturne,1959-12-28,98,0,0,0
Patti Page,The Sound Of Music,1959-12-28,99,0,0,0
The Knockouts,Darling Lorraine,1959-12-28,100,0,0,0
Marty Robbins,El Paso,1960-01-04,1,2,1,9
Frankie Avalon,Why,1960-01-04,2,1,1,7
Miss Toni Fisher,The Big Hurt,1960-01-04,3,3,3,8
Johnny Preston,Running Bear,1960-01-04,4,11,4,12
Freddie Cannon,Way Down Yonder In New Orleans,1960-01-04,5,5,5,7
Guy Mitchell,Heartaches By The Number,1960-01-04,6,6,1,14
Paul Anka,It's Time To Cry,1960-01-04,7,4,4,7
Connie Francis,Among My Souvenirs,1960-01-04,8,7,7,7
Steve Lawrence,Pretty Blue Eyes,1960-01-04,9,10,9,7
Jimmy Clanton,"Go, Jimmy, Go",1960-01-04,10,19,10,5
Bobby Rydell,We Got Love,1960-01-04,11,12,6,13
Bobby Darin,Mack The Knife,1960-01-04,12,8,1,20
Andy Williams,The Village Of St. Bernadette,1960-01-04,13,28,13,4
The Nutty Squirrels,Uh! Oh! Part 2,1960-01-04,14,14,14,9
Larry Hall,Sandy,1960-01-04,15,16,15,7
Fabian,Hound Dog Man,1960-01-04,16,9,9,8
The Browns,Scarlet Ribbons (For Her Hair),1960-01-04,17,13,13,10
Bill Black's Combo,Smokie - Part 2,1960-01-04,18,23,18,6
Della Reese,Not One Minute More,1960-01-04,19,32,19,4
Fabian,This Friendly World,1960-01-04,20,20,12,7
Ernie Fields & Orch.,In The Mood,1960-01-04,21,18,4,16
The Harry Simeone Chorale,The Little Drummer Boy,1960-01-04,22,15,13,13
Marv Johnson,You Got What It Takes,1960-01-04,23,27,23,10
Annette With The Afterbeats,First Name Initial,1960-01-04,24,29,24,11
Brook Benton,So Many Ways,1960-01-04,25,17,6,12
Neil Sedaka,Oh! Carol,1960-01-04,26,25,9,13
Fats Domino,Be My Guest,1960-01-04,27,24,8,11
Santo & Johnny,Tear Drop,1960-01-04,28,30,23,6
Mark Dinning,Teen Angel,1960-01-04,29,50,29,3
Lloyd Price and His Orchestra,Come Into My Heart,1960-01-04,30,31,20,11
The Fleetwoods,Mr. Blue,1960-01-04,31,22,1,18
Ricky Nelson,I Wanna Be Loved,1960-01-04,32,26,20,6
Conway Twitty,Danny Boy,1960-01-04,33,33,10,15
Della Reese,Don't You Know,1960-01-04,34,21,2,16
Jackie Wilson,Talk That Talk,1960-01-04,35,43,35,7
Rocco Granata and the International Quintet,Marina,1960-01-04,36,35,31,9
Hugo & Luigi,Just Come Home,1960-01-04,37,55,37,4
Dee Clark,How About That,1960-01-04,38,49,38,5
Frankie Avalon,Swingin' On A Rainbow,1960-01-04,39,48,39,3
Johnny Mathis,Misty,1960-01-04,40,36,12,14
Jim Reeves,He'll Have To Go,1960-01-04,41,58,41,2
Royal Teens,Believe Me,1960-01-04,42,47,26,11
The Drifters,Dance With Me,1960-01-04,43,37,15,13
Bob Beckham,Just As Much As Ever,1960-01-04,44,38,32,21
"Dancer, Prancer And Nervous",The Happy Reindeer,1960-01-04,45,34,34,5
Duane Eddy His Twangy Guitar And The Rebels,Bonnie Came Back,1960-01-04,46,83,46,2
Tommy Edwards,(New In) The Ways Of Love,1960-01-04,47,53,47,8
Rod Lauren,If I Had A Girl,1960-01-04,48,62,48,3
Ricky Nelson,Mighty Good,1960-01-04,49,45,38,6
The Coasters,What About Us,1960-01-04,50,51,50,5
Dion & The Belmonts,Where Or When,1960-01-04,51,72,51,2
The Spacemen,The Clouds,1960-01-04,52,46,41,12
Stonewall Jackson,Mary Don't You Weep,1960-01-04,53,61,53,2
Willy Alberti,Marina,1960-01-04,54,42,42,6
The Drifters,"(If You Cry) True Love, True Love",1960-01-04,55,56,33,10
Webb Pierce,No Love Have I,1960-01-04,56,67,56,2
Johnny And The Hurricanes,Reveille Rock,1960-01-04,57,44,25,10
The Nutty Squirrels,Uh! Oh! Part 1,1960-01-04,58,65,45,5
Sammy Turner,Always,1960-01-04,59,40,19,10
Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1960-01-04,60,76,60,5
David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),1960-01-04,61,41,41,4
The Four Preps,Down By The Station,1960-01-04,62,78,62,2
The Crests,A Year Ago Tonight,1960-01-04,63,52,52,5
Joe Turner,Honey Hush,1960-01-04,64,91,64,2
Conway Twitty,Lonely Blue Boy,1960-01-04,65,89,65,2
Lloyd Price and His Orchestra,Wont'cha Come Home,1960-01-04,66,69,43,9
