Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
Petty Theft,Bookstore,5/30/2014,SC#01116-2014,5/12/2014,5:45 PM,Loss: $2.99,Referred To Student Conduct
Fraud,Pines,5/30/2014,SC#01118-2014,5/28/2014,12:00 PM,Student attempted to steal food from restaurant,Referred To Student Conduct
Marijuana Contact,Keeling Apartments,5/31/2014,SC#01119-2014,5/30/2014,11:22 PM,Resident Assistant noticed odor of marijuana coming from apartment,Referred To Student Conduct
Alcohol/Marijuana Contact,Europe Hall,5/31/2014,SC#01125-2014,5/30/2014,1:15 AM,Residents found in possession of marijuana paraphernalia also evidence of used marijuana wasfound as well as alcohol,Referred To Student Conduct
Noise Violation,Matthews Apartments,6/1/2014,SC#01130-2014,6/1/2014,1:20 AM,Underage residents found in possession of alcohol as well as a beer pong table,Referred To Student Conduct
Gas Water Sewer Leak,Health Sciences Biomed Research,6/24/2014,140624001,6/24/2014,12:06 AM,Lots of water running in the street,Referred to Other Agency - EH&S
Suspicious Vehicle,Gilman Parking Structure,6/24/2014,2014-1062,6/24/2014,6:39 AM,,Closed By Adult Arrest
Report of Petty Theft,Mandeville Art Gallery,6/24/2014,2014-1063,6/20/2014-6/24/2014,7:30 PM - 9:00 AM,Loss:  $115.00,Report Taken
Report of Vandalism,Blacks Beach Gate,6/24/2014,2014-1064,6/24/2014,10:00 AM,Graffiti Damage:  less than $400.00,Report Taken
Illegal Parking,Blacks Beach Gate,6/24/2014,140624035,6/24/2014,10:26 AM,,"Closed By Citation, Adult"
Suspicious Person,UCTR 201,6/24/2014,140624037,6/24/2014,11:06 AM,Suspect begging for money,Unable to Locate
Report of Petty Theft,Warren Field,6/24/2014,2014-1066,6/22/2014,4:30 PM - 6:30 PM,Loss:  $3457.00,Report Taken
Suspicious Person,Warren Shuttle,6/24/2014,140624044,6/24/2014,2:25 PM,,Field Interview
Citizen Contact,Gilman Parking Structure,6/24/2014,2014-1065,6/24/2014,2:38 PM,Non-injury collision involving UC vehicle,Report Taken
Citizen Contact,UCSD Police Department,6/24/2014,140624048,6/24/2014,4:35 PM,Reporting Party attacked 2 weeks ago off-campus,"Information Only - RP seemed healthy and declined medical attention, just wanted to talk"
Welfare Check,Parking Lot 502,6/24/2014,140624049,6/24/2014,5:06 PM,Subject left hospital and seemed confused,Information Only
Suspicious Person,Blake Hall,6/24/2014,140624052,6/24/2014,7:45 PM,,Gone on Arrival
Security Alarm,Student Health,6/24/2014,140624054,6/24/2014,8:27 PM,,False Alarm
Illegal Parking,Social Sciences Building,6/24/2014,140624056,6/24/2014,8:40 PM,,"Closed By Citation, Adult"
Suspicious Person,Brown Hall,6/24/2014,140624058,6/24/2014,9:03 PM,,Checks Ok
"Disturbance, Party",Central Mesa Apartments,6/24/2014,140624064,6/24/2014,10:18 PM,Loud noise,Quiet on Arrival
Citizen Contact,Lot 406,6/30/2014,140630001,6/30/2014,12:05 AM,RSO assisting student in locating vehicle,Information Only
"Disturbance, Domestic Violence",Lot 357,6/30/2014,140630003,6/30/2014,2:01 AM,"No domestic violence, verbal argument only",Field Interview
Security Alarm,SIO T42,6/30/2014,140630005,6/30/2014,3:36 AM,,False Alarm
Preserve The Peace,Laurel Expansion Bldg,6/30/2014,140630013,6/30/2014,6:55 AM,Confiscating subjects work computer,Information Only
Traffic Hazard,Gilman Dr,6/30/2014,140630014,6/30/2014,7:05 AM,Dead raccoon in middle of roadway,Referred To Other Agency-EH&S
Welfare Check,UCSD Police Department,6/30/2014,2014-1091,6/30/2014,3:00 AM,Subject sent suicidal threat text message to reporting party,Report Taken
Hit & Run No Injuries,Hopkins Parking Structure,6/30/2014,2014-1092,6/30/2014,10:10 AM,,Report Taken
Security Alarm,Center For Molecular Medicine,6/30/2014,140630029,6/30/2014,10:53 AM,,False Alarm
Information,Lot 760,6/30/2014,140630033,6/30/2014,1:42 PM,"Report of possible hit & run, not left for victim if police report needed",Information Only
Person Down,Mobil Station,6/30/2014,2014-1093,6/30/2014,1:55 PM,Public intoxication,Transported To Detox
Medical Aid,Rebecca & John Moores Cancer Center,6/30/2014,140630038,6/30/2014,3:49 PM,Patient alert and breathing but appears pale,Referred To Other Agency-San Diego Fire Department
Disturbance,Center Hall,6/30/2014,140630040,6/30/2014,4:02 PM,Group of trick skaters going off the spheres,Gone On Arrival
Grand Theft,High Bay Physics Laboratory,6/30/2014,140630041,6/30/2014,4:05 PM,,Cancelled Before Dispatched
Security Alarm,Rebecca & John Moores Cancer Center,6/30/2014,140630042,6/30/2014,4:14 PM,,Checks OK
Citizen Contact,UCSD Police Department,6/30/2014,140630044,6/26/2014,Unknown,Taxi cab driver picked up UCSD affiliate and was not paid cab fare,Reporting Party Gone On Arrival
Citizen Flagdown,Villa La Jolla Dr/Gilman Dr,6/30/2014,140630066,6/30/2014,9:32 AM,Transportation furnished to School of Medicine,Information Only
Illegal Parking,Lot 106,6/30/2014,140630073,6/30/2014,11:10 PM,,Verbal Warning Issued
Security Alarm,KECK SOM,6/30/2014,140630074,6/30/2014,11:35 PM,,False Alarm
Grand Theft,Atkinson Hall,6/30/2014,2014-1095,6/30/2014,11:45 AM-3:45 PM,"Computer/tablet, loss: $1,000.00",Online Report
Vehicle Burglary,Coast Apartments,6/30/2014,2014-1096,6/29/2014,8:15 AM-8:45 AM,"Victim's vehicle window smashed out, several items stolen, loss: $280.00",Online Report
"Disturbance, General",The Village West Building 3,6/11/2014,140611004,6/11/2014,1:21 AM,Suspect ringing doorbell every 20 minutes,Unable to Locate
"Disturbance, Noise",Marshall Apartments West,6/11/2014,140611009,6/11/2014,2:11 AM,,Quiet on Arrival
Gas/Water/Sewer Leak,Applied Physics and Math,6/11/2014,140611042,6/11/2014,10:23 AM,,Referred to Other Agency - EH&S
Reckless Driving,Engineering Building Unit 2,6/11/2014,140611043,6/11/2014,10:56 AM,Delivery van driving too fast,Information Only
Suspicious Person,Southwest Fisheries,6/11/2014,140611044,6/11/2014,11:13 AM,Subject carrying plastic bag and sitting in lobby,Field Interview
Suspicious Vehicle,Parking Lot 704,6/11/2014,140611064,6/11/2014,8:04 PM,,Checks Ok
Incomplete Wireless Call,Price Center,6/11/2014,140611066,6/11/2014,9:12 PM,Accidental,Checks Ok
Fire Alarm,Thornton Hospital,6/11/2014,140611069,6/11/2014,10:37 PM,,False Alarm
"Disturbance, Party",Revelle Apartments,6/11/2014,140611070,6/11/2014,11:57 PM,Assist duty RA with making contact for party,Information Only
Noise Disturbance,Tenaya Hall,6/5/2014,140605004,6/5/2014,1:00 AM,Loud laughing and screaming,Will Cooperate
Noise Disturbance,Harlan Hall,6/5/2014,140605006,6/5/2014,1:51 AM,People running around and laughing,Unable To Locate
Quiet Hours Contact,Douglas Hall,6/5/2014,140605007,6/5/2014,2:16 AM,,Information Only
Vandalism,Rady school Of Management,6/5/2014,2014-0985,5/16/2014-6/5/2014,5:00 PM-7:00 AM,"Vandalism & Petty Theft, unknown suspects brook roof access door and stole pad lock,damage/loss: $400.00",Report Taken
Citizen Contact,UCTR 108,6/5/2014,2014-0986,6/5/2014,9:43 AM,Suspicious letter,Checks OK
Fraud,Academic Personnel,6/5/2014,2014-0987,5/30/2014,Unknown,"Report of fraudulent charges on victim's ATM card, loss: $3,000.00",Report Taken
Petty Theft,UCSD Campus,6/5/2014,2014-0988,6/5/2014,11:55 AM,"Appropriation of lost property, value recovered $500.00",Report Taken
Welfare Check,Geisel Library,6/5/2014,140605045,6/5/2014,11:45 AM,Subject reported feeling threatened and harassed by former UCSD Student,Field Interview/Checks OK
Citizen Contact,Biomedical Sciences  Bldg,6/5/2014,140605048,6/5/2014,12:44 PM,"Concerns about road rage incident as well as concerns about walking to and from vehicle,subject was advised of the campus escorts services and other resources",Information Only
Assist Other Agency,Blacks Beach,6/5/2014,140605060,6/5/2014,5:02 PM,"Per San Diego Police, report of subject harassing and threatening beat up reporting party",Unable To Locate
Ticket Sign Off,Glider Port,6/5/2014,140605062,6/5/2014,5:30 PM,,Information Only
Marijuana Contact,La Jolla Shores Dr,6/5/2014,140605068,6/5/2014,7:17 PM,Report of 3 UCSD Students smoking marijuana,Unable To Locate
Illegal Parking,Matthews Cul De Sac,6/5/2014,140605070,6/5/2014,8:40 PM,,Information Only
Hazard Situation,North Torrey Pines Rd/Muir College Dr,6/5/2014,140605072,6/5/2014,9:23 PM,Tree down blocking sidewalk,Referred To Other Agency-City Shops
Security Alarm,Isaacs Hall,6/5/2014,140605074,6/5/2014,9:38 PM,,False Alarm
Medical Aid,Muir Commons-Pines,6/5/2014,140605075,6/5/2014,10:09 PM,Adult male clutching left arm,Transported To Hospital
Welfare Check,North Mesa Apartments,6/17/2014,140617001,6/17/2014,12:40 AM,Male slumped over in driver seat,Field Interview
Illegal Parking,Voigt Dr,6/17/2014,140617016,6/17/2014,9:30 AM,,Cited
"Disturbance, Psych Subject",Marshall Provost Office,6/17/2014,2014-1044,6/17/2014,11:44 AM,Previous call for welfare check from sibling who was unable to locate sister. Subject now inoffice for scheduled appointment and seems to be disoriented,Transported To Hospital For Evaluation
Non Injury Accident,Peterson Hall,6/17/2014,2014-1045,6/17/2014,1:34 PM,"Collision: US shuttle bus vs. tree, damage to side mirror",Report Taken
Security Alarm,Pacific Hall,6/17/2014,140617027,6/17/2014,2:24 PM,,False Alarm
Suspicious Vehicle,Che Café,6/17/2014,140617040,6/17/2014,8:46 PM,,Checks OK
Suspicious Person,Redwood Dr,6/17/2014,140617044,6/17/2014,10:31 PM,,Checks OK
"Burglary, Hot Prowl",La Jolla Del Sol Apartments,6/22/2014,140622002,6/22/2014,1:13 AM,Reporting party shows turned on at their home after they left,Checks OK
Welfare Check,Holiday Ct,6/22/2014,140622024,6/22/2014,10:13 AM,"Person down, subject refusing medical attention",Information Only
Animal Call,Gilman Dr/La Jolla Village Dr,6/22/2014,140622027,6/22/2014,11:13 AM,Dead raccoon in the road,Referred To Other Agency-EH&S
Burglary,North Mesa Apartments,6/22/2014,140622035,6/22/2014,3:30 PM,All outgoing mailbox slots open,Checks OK
Person Down,Villa La Jolla Dr,6/22/2014,140622036,6/22/2014,3:41 PM,"Subject just released from hospital, was taking a break, refused medical attention",Checks OK
Fire Alarm,Biomedical Sciences,6/22/2014,140622038,6/22/2014,4:58 PM,,False Alarm
Discharging A Firearm,Warren Student Activity Center,6/22/2014,140622040,6/22/2014,6:48 PM,"Heard a sound similar to a gun shot, possibly fireworks",Unfounded
Skateboard Stop,Biomedical Library,6/22/2014,140622043,6/22/2014,8:04 PM,,Information Only
Disturbance-Domestic Violence,1 Miramar Bldg 3,6/22/2014,2014-1060,6/22/2014,9:09 PM,,Report Taken
Assist Other Agency,El Paseo Grande,6/22/2014,140622047,6/22/2014,11:08 PM,"Per San Diego Police, possible gun shots, checks revealed fireworks only",Checks OK
Fire Alarm,North Mesa Apartments,6/8/2014,140608001,6/8/2014,12:05 AM,,False Alarm
Suspicious Person,Fireside Lounge,6/8/2014,2014-0997,6/8/2014,1:16 AM,,
Suspicious Vehicle,Lot 510,6/8/2014,140608008,6/8/2014,2:46 AM,,Checks OK
Suspicious Person,Lot 406,6/8/2014,140608016,6/8/2014,4:36 AM,,Gone On Arrival
Medical Aid,Tenaya Hall,6/8/2014,2014-0998,6/8/2014,4:41 AM,Excessive alcohol,Transported To Hospital
Medical Aid,Village East 1,6/8/2014,140608020,6/8/2014,6:47 AM,Female subject complaining of severe stomach pains and tingling in fingers,Transported To Hospital
Security Alarm,Central Utilities Plant,6/8/2014,140608022,6/8/2014,7:19 AM,,False Alarm
Welfare Check,Blacks Beach Gate,6/8/2014,140608023,6/8/2014,7:55 AM,Male subject sitting at bottom of beach crying,Checks OK
Alcohol Contact,Holiday Court,6/8/2014,140608027,6/8/2014,9:31 AM,Open container,Cited
Citizen Flagdown,Gilman Dr/Mandeville Ln,6/8/2014,140608033,6/8/2014,11:06 AM,Directions,Information Only
Information,La Jolla Farms Rd,6/8/2014,140608035,6/8/2014,11:47 AM,Complaint of woman who feeds crows in the area,Information Only
Burglary To Vehicle,Glider Port,6/8/2014,140608036,6/8/2014,11:55 AM,,Referred To Other Agency-San Diego Police
Information,Center For Molecular Medicine,6/8/2014,140608038,6/8/2014,1:10 PM,Detection-flood alert,Referred To Other Agency-Facilities Management
Citizen Contact,Villa La Jolla Dr/La Jolla Village Drive,6/8/2014,140608044,6/8/2014,5:25 PM,Subject known to sleep in unauthorized areas,Field Interview
Gas/Water/Sewer Leak,Par Course,6/8/2014,140608045,6/8/2014,5:59 PM,Large amount of water flowing down from RIMAC field,Checks OK
Noise Disturbance,La Jolla Del Sol Apartments,6/8/2014,140608046,6/8/2014,6:01 PM,Loud stomping and music,Gone On Arrival
Welfare Check,Chancellor's Residence,6/8/2014,140608048,6/8/2014,6:16 PM,"Suspicious person(s), climbed up the hill and ended up in backyard, claimed to be biking and gotstuck, subjects headed towards Glider Port",Unable To Locate
Illegal Parking,Lot 309,6/8/2014,140608049,6/8/2014,6:25 PM,,Cited
Information,Gilman Dr/Voigt Dr,6/8/2014,2014-0999,6/8/2014,7:25 PM,Tree branch fell causing damage to vehicle,Report Taken
Hit & Run-No Injuries,Hopkins Parking Structure,6/8/2014,140608053,6/8/2014,Unknown,"No report, incident number given",Information Only
Incomplete Wireless 911 Call,Europe Hall,6/8/2014,140608054,6/8/2014,8:47 PM,,Checks OK
Reckless Driving,Lot 352,6/12/2014,140612001,6/12/2014,12:06 AM,Motorist driving the wrong way,Closed By Adult Arrest
Petty Theft,Asia Hall,6/12/2014,2014-1006,6/10/2014-6/12/2014,3:30 PM-2:00 AM,Loss: $190.00,Report Taken
Citizen Contact,Justice Ln,6/12/2014,140612006,6/12/2014,1:00 AM,Subject going thru trash,Field Interview
Citizen Contact,1 Miramar Parking Structure,6/12/2014,140612008,6/12/2014,1:54 AM,Subject changing tire,Information Only
Noise Disturbance,Marshall Res Halls,6/12/2014,140612017,6/12/2014,3:37 AM,Loud music and people outside talking loudly,Will Cooperate
Information,1 Miramar Apartments,6/12/2014,140612020,6/12/2014,4:14 AM,Subject locked out of apartment,Information Only
Welfare Check,Triton Steps,6/12/2014,140612022,6/12/2014,4:45 AM,"Multiple calls to check on welfare of female who is acting strange, no further details provided",Filed Interview/Checks OK
Assist Other Agency,Villa La Jolla Dr/La Jolla Village Dr,6/12/2014,2014-1010,6/12/2014,5:00 PM,Per VA Hospital female subject from previous welfare check found wandering around in undergarments.,Admitted Into Hospital For Evaluation
Medical Aid,Catering Kitchen,6/12/2014,2014-1007,6/12/2014,9:17 AM,Adult male hit on forehead by metal object,Medics Responded
"Disturbance, Argument",Pacific Hall,6/12/2014,140612051,6/12/2014,11:03 AM,During argument boyfriend took girl friends vehicle without permission and took her cell phonewhile she tried to call 911,Closed By Adult Arrest
Citizen Contact,Sixth College Bldg 710,6/12/2014,140612052,6/12/2014,11:13 AM,"Report of suspicious person going through mail and possibly camping in mail room, subjectpossibly left bags behind",Property Turned Into Lost & Found
Petty Theft,North America Hall,6/12/2014,2014-1008,2/28/2014-3/1/2014,Unknown,"Gaming console stolen, loss: $100.00",Report Taken
Illegal Parking,Lot 007,6/12/2014,140612054,6/12/2014,11:44 AM,,Cited
Unknown Injury Accident,North Torrey Pines Rd/Muir College Dr,6/12/2014,140612069,6/12/2014,8:19 PM,San Diego Police responding to OnStar activation,Information Only
Noise Disturbance,Mesa Verde Hall,6/12/2014,140612071,6/12/2014,8:51 PM,Loud music,Will Cooperate
Incomplete Wireless 911 Call,Villa La Jolla Dr/Gilman Dr,6/12/2014,140612072,6/12/2014,8:58 PM,,Checks OK
"Disturbance, Fireworks",Village West Bldg 5,6/12/2014,140612073,6/12/2014,9:12 PM,,Unable To Locate
Citizen Contact,Mesa Verde Hall,6/12/2014,140612074,6/12/2014,9:47 PM,Vehicle driving thru,Will Cooperate
Illegal Parking,Village West Bldg 1,6/12/2014,140612075,6/12/2014,9:49 PM,,Information Only
Noise Disturbance,Coast Apartments,6/12/2014,140612077,6/12/2014,10:35 PM,Small group being loud,Will Cooperate
Marijuana Contact,Brennan Hall,6/12/2014,140612079,6/12/2014,10:50 PM,Smoking,Information Only
Quiet Hours Contact,Blake Hall,6/12/2014,140612083,6/12/2014,11:12 PM,,Will Cooperate
Citizen Contact,Natatorium,6/12/2014,140612084,6/12/2014,11:19 PM,People inside but gate is locked,RSO Report Taken
Noise Disturbance,Middle East Hall,6/12/2014,140612085,6/12/2014,11:52 PM,Upstairs tenant moving things around,Will Cooperate
Theft Of Bicycle,Applied Mathematics & Science Bldg,6/11/2014,2014-1012,6/6/2014-6/9/2014,5:00 PM-12:00 PM,Loss: $400.00,Online Report
Theft Of Bicycle,Earl's Market,6/11/2014,2014-1013,6/10/2014,2:30 AM-2:30 AM,Loss: $400.00,Online Report
Theft Of Bicycle,1 Miramar Apartment,6/12/2014,2014-1014,6/11/2014-6/12/2014,10:00 PM-10:00 AM,Loss: $250.00,Online Report
Vandalism,Hopkins Parking Structure,6/11/2014,2014-1015,4/30/2014-5/7/2014,8:00 AM-5:00 PM,"Side of vehicle scratched from front end to back end, damage: $1,500.00",Online Report
Suspicious Person,North Torrey Pines Rd,6/27/2014,140627003,6/27/2014,12:42 AM,Sleeping in vehicle,Verbal Warning Issued
Welfare Check,Canyonview Pool,6/27/2014,140627005,6/27/2014,12:49 AM,"Female heard screaming, possibly in pool area",Checks OK
Suspicious Person,Torrey Pines Center South,6/27/2014,140627009,6/27/2014,1:14 AM,,Checks OK
Security Alarm,Geisel Library,6/27/2014,140627020,6/27/2014,4:49 AM,,False Alarm
Security Alarm,VC Of Resource Management,6/27/2014,140627022,6/27/2014,5:25 AM,,False Alarm
Bicyclist Stop,Voigt Dr/Lot 704,6/27/2014,140627026,6/27/2014,6:36 AM,,Verbal Warning Issued
Security Alarm,T16-Discovery Wy,6/27/2014,140627030,6/27/2014,7:39 AM,,False Alarm
Information,Blacks Beach Gate,6/27/2014,140627032,6/27/2014,8:20 AM,Report of several vehicle in parking lot without parking permits,Information Only
Non Injury Accident,Campus Point Dr/Medical Center Drive North,6/27/2014,2014-1077,6/27/2014,8:45 AM,Collision-Vehicle collided into fire engine,Report Taken
Unknown Injury Accident,Gilman Parking Structure,6/27/2014,140627041,6/27/2014,8:55 AM,"Report of collision, vehicle backed into unoccupied vehicle, note left",Information Only
Abandoned Vehicle,La Jolla Del Sol Apartments,6/27/2014,140627044,6/27/2014,9:50 AM,Requesting assistance in identifying and contacting owner of 2 abandoned vehicles,Information Only
Noise Disturbance,Brown Hall,6/27/2014,140627046,6/27/2014,10:28 AM,Loud music coming from the grass area,Quiet On Arrival
Information,Thurgood Marshall Ln,6/27/2014,140627047,6/27/2014,10:44 AM,Gate arm broken,Referred To Other Agency-Facilities Management
Gas/Water/Sewer Leak,Office Of Research Affairs,6/27/2014,140627048,6/27/2014,10:55 AM,"Construction crew hit gas line, citizens evacuated, no injuries",Referred To Other Agency-Facilities Management
Non Injury Accident,Pacific Hall Loading Dock,6/27/2014,2014-1078,6/27/2014,10:00 AM,UC vehicle vs. privately owned vehicle,Report Taken
Citizen Flagdown,Lot 104,6/27/2014,140627051,6/27/2014,12:35 PM,Subject sleeping inside vehicle,Gone On Arrival
Citizen Flagdown,Voigt Dr/Gilman Dr,6/27/2014,140627060,6/27/2014,6:36 PM,,Information Only
Suspicious Person,Village West Bldg 1,6/27/2014,140627066,6/27/2014,8:56 PM,,Checks OK
Suspicious Vehicle,Lot 103,6/27/2014,140627067,6/27/2014,9:10 PM,,Checks OK
Vandalism,Mandeville Center,6/27/2014,2014-1079,6/20/2014-6/28/2014,5:00 AM-10:25 PM,"Graffiti, damage: $100.00",Report Taken
Noise Disturbance,Mandeville,6/27/2014,140627071,6/27/2014,11:54 PM,Alarm possibly coming from mechanical room,Referred To Other Agency-Facilities Management
Theft Of Bicycle,EBUI Warren College,6/26/2014,2014-1087,6/26/2014,11:30 AM-5:00 PM,Loss: $650.00,Online Report
Theft Of Bicycle,South Mea Apartments,6/26/2014,2014-1088,6/25/2014-6/26/2014,9:00 PM-11:00 AM,Loss: $600.00,Report Taken
Theft Of Bicycle,1 Miramar Bldg 2-Laundry Room,6/27/2014,2014-1089,6/27/2014,2:00 AM-8:45 AM,Loss: $60.00,Online Report
Theft Of Bicycle,Rita Atkinson Residences,6/27/2014,2014-1090,6/2/2014-6/26/2014,10:00 PM-9:00 PM,Loss: $600.00,Online Report
Noise Disturbance,Brennan Hall,6/6/2014,140606003,6/6/2014,12:44 AM,Loud laughing,Will Cooperate
Suspicious Person,Asia Hall,6/6/2014,140606004,6/6/2014,12:55 AM,,Unable To Locate
Suspicious Vehicle,Lot 020,6/6/2014,140606005,6/6/2014,1:06 AM,,Unable To Locate
Citizen Contact,Village East 5,6/6/2014,14606006,6/6/2014,1:13 AM,,Information Only
Alcohol Contact,Village Bldg 2,6/6/2014,140606013,6/6/2014,2:05 AM,,Checks OK
Disturbance,Earls Place,6/6/2014,140606014,6/6/2014,2:20 AM,Report of hearing two male subjects yelling,Checks OK
Quiet Hours Contact,1 Miramar Bldg 4,6/6/2014,140606018,6/6/2014,2:53 AM,,Information Only
Disturbance,1 Miramar Bldg 4,6/6/2014,140606019,6/6/2014,3:34 AM,Loud party,Will Cooperate
Security Alarm,UCTR 965,6/6/2014,140606026,6/6/2014,6:42 AM,,False Alarm
Bicyclist Stop,Mandeville Ln/Gilman Dr,6/6/2014,140606027,6/6/2014,6:51 AM,,Cited
Tresspassing,Humanities & Social Sciences Bldg,6/6/2014,2014-0989,6/6/2014,7:21 AM,"Report of male seen sleeping inside the building, extra patrol requested","Closed By Citation, Adult & Stay Away Order Issued"
Bicyclist Stop,Voigt Dr/Lot 510,6/6/2014,140606035,6/6/2014,8:32 AM,,Written Warning Issued
Citizen Flagdown,Lot 510,6/6/2014,140606037,6/6/2014,8:37 AM,Parking related question,Information Only
Marijuana Contact,Sixth College Apartments,6/6/2014,140606052,6/6/2014,10:37 AM,Strong odor of marijuana coming from bottom apartment,Field Interview
Medical Aid,La Jolla Institute For Allergy,6/6/2014,140606053,6/6/2014,10:44 AM,"Adult male comiting and looks pale, hypertensive crisis",Transported To Hospital
Disabled Placard Misuse,Lot 207,6/6/2014,140606055,6/6/2014,11:26 AM,Parking Representative requesting assistance with misuse of disabled placard,Information Only
Vandalism To Vehicle,Shiley Eye Center,6/6/2014,140606057,5/8/2014,Unknown,Reporting party will call back at later time for a report,Information Only
Burglary,Asia Hall,6/6/2014,2014-0991,6/5/2014,5:00 PM-6:00 PM,"Unknown suspect forced entry into locked bedroom and took money, loss: $200.00",Report Taken
Citizen Flagdown,Lot 604,6/6/2014,140606061,6/6/2014,12:18 PM,Vehicle escort,Information Only
Welfare Check,Regents Rd,6/6/2014,140606065,6/6/2014,1:37 PM,Subject made suicidal statements in message sent to reporting party,Referred To Other Agency-San Diego Police
Noise Disturbance,Library Walk,6/6/2014,140606069,6/6/2014,2:12 PM,Loud music,Informatin Only
Information,School Of Medicine/Gilman Dr-Foot Bridge,6/6/2014,140606071,6/6/2014,2:17 PM,Report of transient camp,Referred To Other Agency-Facilities Management
Fire Alarm,Geisel Library,6/6/2014,140606074,6/6/2014,4:51 PM,,False Alarm
Bicyclist Stop,CA Institute For Telecommunication,6/6/2014,140606076,6/6/2014,5:38 PM,,Verbal Warning Issued
Fire Alarm,Europe Hall,6/6/2014,140606082,6/6/2014,7:39 PM,,False Alarm
Information,Voigt Dr,6/6/2014,140606085,6/6/2014,8:29 PM,CSO reported 3 subjects in bed of truck traveling east bound,Information Only
Incomplete Phone Call/911 Hang-up,La Jolla Farms Rd/Blackgold Rd,6/6/2014,140606087,6/6/2014,8:50 PM,,Checks OK
Assist Other Agency,La Jolla Village Dr/Nobel Dr,6/6/2014,140606090,6/6/2014,8:57 PM,San Diego Police: looking for robbery/stolen vehicle suspect,Information Only
Information,Pacific Beach (Off-Campus),6/6/2014,140606092,6/6/2014,9:32 PM,San Diego Police: Suspect information fowarded for robbery suspect of three young females,Information Only
"Disturbance, Argument",Holiday Ct.,6/6/2014,2014-0992,6/6/2014,9:45 PM,UCSD PD Officer contacted three male subjects after observing them in a heated argument,Closed By Adult Arrest
Unknown Event,Robert Paine Center,6/6/2014,140606098,6/6/2014,10:31 PM,,False Alarm
"Disturbance, Argument",Lot 705,6/6/2014,140606099,6/6/2014,10:41 PM,,Checks OK
Alcohol Contact,Marshall Res Halls,6/6/2014,140606103,6/6/2014,11:38 PM,,RSO Report Taken/Student Conduct Referral
Noise Disturbance,Central Messa Apartments,6/6/2014,140606105,6/6/2014,11:51 PM,"Loud music, possibly party",Unable To Locate
Suspicious Person,Goldberg Hall,6/6/2014,140606106,6/6/2014,11:57 PM,,Unable To Locate
Suspicious Vehicle,Lot 603,6/19/2014,140619001,6/19/2014,12:33 PM,,Checks OK
Assist Other Agency,Villa La Jolla Dr,6/19/2014,140619003,6/19/2014,12:46 AM,"Per San Diego Police, possible failure to yield vehicle",Information Only
Gas/Water/Sewer Leak,South Mesa Apartments,6/19/2014,2014-1050,6/19/2014,4:23 AM,Hit & run property damage: motorist knocked over fire hydrant,Report Taken
Citizen Flagdown,Lot 406,6/19/2014,140619007,6/19/2014,4:44 AM,Directions,Information Only
Suspicious Person,Par Course,6/19/2014,140619014,6/19/2014,7:11 AM,,Unable To Locate
Bicyclist Stop,Leichtag Biomedical Bldg,6/19/2014,140619016,6/19/2014,7:40 AM,,Verbal Warning Issued
Fire Alarm,Mandell Weiss Theatre,6/19/2014,140619028,6/19/2014,9:29 AM,,False Alarm
Security Alarm,Gilman Parking Structure,6/19/2014,140619029,6/19/2014,9:29 AM,Checking on audible vehicle alarm,Checks OK
Lost Property,Natural Sciences Bldg,6/19/2014,140619030,6/19/2014,9:39 AM,Custodian found Ipad,Information Only
Non Injury Accident,Center For Coastal Studies,6/19/2014,2014-1051,6/12/2014,10:13 AM,Collision: Truck backed up into wooden stairs causing moderate damage,Report Taken
Hit & Run-No Injuries,1 Miramar Parking Structure,6/19/2014,2014-1052,6/17/2014-6/18/2014,2:30 PM-9:00 AM,Damage to front end of victim's vehicle,Report Taken
Fire Alarm,Mandell Weiss Theatre,6/19/2014,140619037,6/19/2014,11:24 AM,,False Alarm
Traffic Hazard,Gilman Dr/Russell Ln,6/19/2014,140619038,6/19/2014,12:14 PM,Broken down golf cart blocking traffic,Information Only
Security Alarm,Rebecca & John Moores Cancer Center,6/19/2014,140619042,6/19/2014,1:40 PM,,False Alarm
Information,Frankfurter Hall,6/19/2014,140619056,6/19/2014,8:42 PM,"People above assistant Res Dean's apartment, unknown if supposed to be there",Checks OK
Petty Theft,Village West,6/19/2014,2014-1057,6/7/2014-6/8/2014,10:25 PM-12:25 AM,"Prescription reading glasses, loss: $385.00",Online Report
Suspicious Vehicle,Hopkins Parking Structure,6/21/2014,140621004,6/21/2014,4:46 AM,,Checks OK
Security Alarm,Gilman Parking Structure,6/21/2014,140621010,6/21/2014,7:28 AM,,False Alarm
Citizen Flagdown,Lot 705,6/21/2014,140621014,6/21/2014,9:19 AM,Directions,Information Only
Alcohol Contact,Mobil Station,6/21/2014,140621020,6/21/2014,10:15 AM,Open container,Cited
Illegal Parking,Lot 507,6/21/2014,140621025,6/21/2014,12:24 PM,,Referred To Other Agency-Parking
Citizen Flagdown,Gilman Dr/Myers Dr,6/21/2014,140621035,6/21/2014,4:16 PM,Regarding parking citation,Information Only
Citizen Flagdown,Biomedical Sciences Bldg,6/21/2014,140621036,6/21/2014,4:39 PM,Lock out,Information Only
Suspicious Vehicle,Glider Port,6/21/2014,140621038,6/21/2014,5:24 PM,Sleeper,Checks OK
Incomplete Phone Call/911 Hang-up,University House,6/21/2014,140621038,6/21/2014,6:06 PM,,Checks OK
