,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
2569,Alcohol Contact,The Village Bldg 1,11/12/2011,111112021,11/12/2011,2:20 AM,,Will Cooperate
2570,Quiet Hours Contact,Tamarack Apartments,11/12/2011,111112022,11/12/2011,2:21 AM,,Field Interview
2571,Disturbance,Lot 705,11/12/2011,111112024,11/12/2011,2:37 AM,Group climbing all over shuttles,Information Only
2572,Alcohol Contact,The Village Bldg 7,11/12/2011,111112026,11/12/2011,2:43 AM,,Will Cooperate
2573,Possession Of Marijuana,Earth Hall South,11/12/2011,111112028,11/12/2011,2:56 AM,Assisting Resident Advisor,Information Only
2574,Disturbance,Village East 5,11/12/2011,111112030,11/12/2011,3:09 AM,Loud party,Will Cooperate
2575,Suspicious Person,North Mesa Apartments,11/12/2011,111112032,11/12/2011,3:26 AM,,Gone On Arrival
2576,Skateboard Stop,Voigt Dr/Gilman Dr,11/12/2011,111112033,11/12/2011,3:36 AM,,Verbal Warning Issued
2577,Suspicious Vehicle,Lot 705,11/12/2011,111112034,11/12/2011,3:51 AM,,Information Only
2578,Suspicious Person,Housing And Dinning,11/12/2011,111112036,11/12/2011,4:02 AM,,Checks OK
2579,Citizen Flagdown,Lot 602,11/12/2011,111112040,11/12/2011,9:24 AM,Directions,Information Only
2580,Found Property,Library Walk,11/12/2011,111112046,11/12/2011,11:11 AM,,Information Only
2581,Fire Alarm,1 Miramar Bldg 4,11/12/2011,111112049,11/12/2011,11:54 AM,Sensor activated on accident,Referred To Other Agency‐Maintenance
2582,Burglary Alarm,Price Center Box Office,11/12/2011,111112051,11/12/2011,1:06 PM,,False Alarm
2583,Fire Alarm,Regents Rd,11/12/2011,111112053,11/12/2011,3:42 PM,"No smoke or fire, unknown cause",False Alarm
2584,Petty Theft,Atlantis Hall,11/12/2011,111112054,11/12/2011,4:32 PM,Unknown suspect possibly seen stealing bicycle,Unable To Locate
2585,Citizen Contact,Geneva Hall,11/12/2011,111112056,11/11/2011‐11/12/2011,12:00 PM‐4:45 PM,Attempted Burglary,Report Taken
2586,Burglary Alarm,Torrey Pines Center South,11/12/2011,111112057,11/12/2011,5:04 PM,,False Alarm
2587,Fire Alarm,Revelle Apartments,11/12/2011,111112058,11/12/2011,5:25 PM,,Checks OK
2588,Burglary Alarm,Torrey Pines Center South,11/12/2011,111112060,11/12/2011,6:43 PM,,False Alarm
2589,Ticket Sign Off,UCSD Police Department,11/12/2011,111112063,11/12/2011,7:12 PM,,Information Only
2590,Suspicious Person,South Mesa Apartments,11/12/2011,111112064,11/12/2011,7:32 PM,,Field Interview
2591,Alcohol Contact,Gallery,11/12/2011,111112067,11/12/2011,9:51 PM,,Field Interview
2592,Welfare Check,Sanford Consortium,11/12/2011,2011‐1510,11/12/2011,10:23 PM,Parent concerned about possibly unstable son,Transported To Hospital
2593,Drunk In Public,Gilman Information Booth,11/12/2011,111112070,11/12/2011,10:35 PM,Male in street mooning drivers,Gone On Arrival
2594,Quiet Hours Contact,Kathmandu,11/12/2011,111112071,11/12/2011,11:04 PM,,Information Only
2595,Noise Disturbance,Marshall Res Halls,11/2/2011,111102003,11/2/2011,1:48 AM,Loud music,Unable To Locate
2596,Suspicious Person,Lot 102,11/2/2011,111102004,11/2/2011,2:05 AM,,Unable To Locate
2597,Fire Alarm,East Campus Office Bldg,11/2/2011,111102005,11/2/2011,2:24 AM,Defective sprinkler,False Alarm
2598,Noise Disturbance,1 Miramar Bldg 4,11/2/2011,111102006,11/2/2011,2:30 AM,Loud shouting,Field Interview
2599,Chemical Spill,Shiley Eye Center,11/2/2011,111102010,11/2/2011,7:05 AM,,Referred To Other Agency‐EH&S
2600,Suspicious Person,Villa La Jolla Dr/La Jolla Village Dr,11/2/2011,111102016,11/2/2011,8:44 AM,Transient,Checks OK
2601,Suspicious Person,Mayer Hall,11/2/2011,111102018,11/2/2011,8:46 AM,"Possible transient, seen sleeping in an office, has already left the building",Unable To Locate
2602,Petty Theft,Off Campus,11/2/2011,2011‐1447,11/1/2011,1:00 PM,Loss: $49.00,Courtesy Report Taken For San Diego PD
2603,Bicyclist Stop,Silent Tree‐Library Walk,11/2/2011,111102038,11/2/2011,11:44 AM,,Verbal Warning Issued
2604,Found Property,Great Hall,11/2/2011,111102039,11/2/2011,11:55 AM,,Turned Into UCSD PD Lost And Found
2605,Incomplete Wireless Call,Sierra Summit,11/2/2011,111102041,11/2/2011,12:27 PM,Voicemail left on call back,Unable To Locate
2606,Incomplete Wireless Call,Lot 403,11/2/2011,111102043,11/2/2011,12:56 PM,,Checks OK
2607,Disturbance,Price Center,11/2/2011,111102044,11/2/2011,12:57 PM,Large group blocking bookstore entrance,Checks OK
2608,Assist Other Agency,Marriott Parking Lot,11/2/2011,111102046,11/2/2011,1:21 PM,"Per San Diego PD, possible intentional hit and run, needs assistance locating suspect",Information Only
2609,Ticket Sign Off,Cashiers Office,11/2/2011,111102048,11/2/2011,1:56 PM,,Information Only
2610,Chemical Spill,Natural Sciences Bldg,11/2/2011,111102050,11/2/2011,3:06 PM,,Referred To Other Agency‐EH&S
2611,Fire Alarm,Social Sciences Bldg,11/2/2011,111102051,11/2/2011,3:36 PM,Burnt elevator motor,Information Only
2612,Grand Theft‐Bicycle,UNEX A,11/2/2011,2011‐1449,11/2/2011,8:50 AM‐1:30 PM,"Loss: $1,500.00",Report Taken
2613,Tow Request,Gilman Parking Structure,11/2/2011,2011‐1448,11/2/2011,4:24 PM,,Information Only
2614,Incomplete Phone Call/911 Hangup,Unknown,11/2/2011,111102055,11/2/2011,4:39 PM,,Information Only
2615,Tampering With A Vehicle,Lot 702,11/2/2011,111102056,11/2/2011,4:57 PM,"Keyhole missing from driver side door, nothing taken",Information Only
2616,Incomplete Wireless Call,York Hall,11/2/2011,111102057,11/2/2011,5:01 PM,,Checks OK
2617,Suspicious Person,Gilman Dr/Rupertus Ln,11/2/2011,111102060,11/2/2011,6:08 PM,,Unable To Locate
2618,Burglary Alarm,Biomedical Sciences Bldg,11/2/2011,111102061,11/2/2011,6:13 PM,,False Alarm
2619,Burglary Alarm,Engineering Bldg Unit 3A,11/2/2011,111102062,11/2/2011,6:50 PM,,False Alarm
2620,Fire Alarm,Village East 1,11/2/2011,111102065,11/2/2011,9:15 PM,Burnt food,False Alarm
2621,Petty Theft,Brennan Hall,10/26/2011,2011‐1443,10/25/2011,3:30 PM‐5:45 PM,Loss: $35.00,Online Report
2622,Petty Theft,I House Asante,10/31/2011,2011‐1444,10/27/2011‐10/28/2011,9:00 PM‐1:00 AM,Loss: $400.00,Online Report
2623,Suspicious Person,Mesa Verde Hall,11/22/2011,111122007,11/22/2011,3:21 AM,Possible sleeper,Information Only
2624,Suspicious Person,Price Center,11/22/2011,111122008,11/22/2011,4:13 AM,Possible transient/sleeper,Field Interview
2625,Burglary Alarm,Groundworks Books,11/22/2011,111122016,11/22/2011,6:01 AM,,False Alarm
2626,Incomplete Wireless Call,RIMAC,11/22/2011,111122032,11/22/2011,9:42 AM,,Checks OK
2627,Suspicious Person,Robert Paine Center,11/22/2011,111122035,11/22/2011,10:55 AM,,Checks OK
2628,Incomplete Wireless Call,CAL IT2,11/22/2011,111122041,11/22/2011,12:50 PM,,Unable To Locate
2629,Petty Theft,Center For Neural Circuits,11/22/2011,2011‐1546,11/21/2011‐11/22/2011,6:00 PM‐1:30 PM,"Overhead projector, Loss: $845.00",Report Taken
2630,Incomplete Wireless Call,Lot 205,11/22/2011,111122055,11/22/2011,4:02 PM,,Unable To Locate
2631,Incomplete Wireless Call,Supercomputer Center,11/22/2011,111122057,11/22/2011,4:49 PM,,Unable To Locate
2632,Burglary Alarm,Preuss School,11/22/2011,111122062,11/22/2011,6:10 PM,,False Alarm
2633,Information,Glider Port,11/22/2011,111122063,11/22/2011,6:51 PM,Suspicious person,Information Only
2634,Citizen Contact,Plaza Café,11/22/2011,2011‐1548,11/22/2011,9:25 PM,Found marijuana,Impounded
2635,Disturbance,Hi Thai,11/22/2011,111122071,11/22/2011,10:16 PM,Suspicious person,Checks OK
2636,Quiet Hours Contact,Earth Hall,11/22/2011,111122073,11/22/2011,10:50 PM,,Information Only
2637,Quiet Hours Contact,Geneva Hall,11/22/2011,111122076,11/22/2011,11:20 PM,,Will Cooperate
2638,Theft Of Bicycle,Bioengineering Bldg Bike Rack,11/17/2011,2011‐1542,11/15/2011‐11/16/2011,8:30 PM‐5:00 PM,Loss: $250.00,Online Report
2639,Theft Of Bicycle,Atlantis Fleet Revelle College,11/19/2011,2011‐1543,11/12/2011,4:15 PM‐7:15 PM,Loss: $200.00,Online Report
2640,Theft Of Bicycle,Center Hall Bike Rack,11/21/2011,2011‐1544,11/18/2011‐11/21/2011,7:00 PM‐10:00 AM,Loss: $280.00,Online Report
2641,Theft Of Bicycle,Sixth College Res Halls Bike Racks,11/21/2011,2011‐1545,11/21/2011,2:10 PM‐3:00 PM,Loss: $200.00,Online Report
2642,Theft Of Bicycle,Beagle Bldg‐Revelle,11/20/2011,2011‐1547,11/18/2011‐11/20/2011,3:30 PM‐1:30 PM,Loss: $800.00,Online Report
2643,Citizen Contact,The Village Bldg 1,11/17/2011,111117004,11/17/2011,1:47 AM,Two people smoking in stairwell,Will Cooperate
2644,Quiet Hours Contact,Village East 5,11/17/2011,111117005,11/17/2011,1:58 AM,,Will Cooperate
2645,Welfare Check,Village East 5,11/17/2011,111117010,11/17/2011,5:41 AM,Possible intoxicated female,Checks OK
2646,Suspicious Person,Price Center,11/17/2011,111117014,11/17/2011,7:26 AM,,Checks OK
2647,Warrant Service,Loring Street,11/17/2011,111117015,11/17/2011,7:38 AM,,Information Only
2648,Medical Aid,Sierra Summit,11/17/2011,111117018,11/17/2011,8:23 AM,"Adult female possibly having a stroke, conscious and breathing",Transported To Hospital
2649,Information,Garnet/Olney,11/17/2011,111117019,11/17/2011,8:28 AM,"Per San Diego PD air unit, driver seen yelling and cursing at reporting party",Information Only
2650,Injury,Regents Rd/Health Sciences Dr,11/17/2011,111117023,11/17/2011,9:19 AM,"Passerby saw female subject fall, could need medical aid",Unable To Locate
2651,Preserve The Peace,Pepper Canyon Hall,11/17/2011,111117029,11/17/2011,10:15 AM,,Information Only
2652,Injury,Engineering Bldg Unit 3A,11/17/2011,111117040,11/17/2011,12:23 PM,"Elderly adult male fell and injured himself, conscious and breathing",Transported To Hospital
2653,Fire Alarm,Bonner Hall,11/17/2011,111117042,11/17/2011,1:19 PM,,False Alarm
2654,Citizen Contact,Vaughn Hall,11/17/2011,111117044,11/17/2011,1:32 PM,Suspicious email,Checks OK
2655,Illegal Parking,Northview Information Booth,11/17/2011,111117048,11/17/2011,1:57 PM,,Cited
2656,Incomplete Wireless Call,Robinson Complex Bldg 2,11/17/2011,111117049,11/17/2011,2:22 PM,,Checks OK
2657,Theft Of Bicycle,The Village Bldg 1,11/17/2011,2011‐1527,11/10/2011‐11/11/2011,2:00 PM‐6:00 PM,Loss: $400.00,Report Taken
2658,Suspicious Person,Library Walk,11/17/2011,2011‐1528,11/17/2011,3:45 PM,,Stay Away Order Issued
2659,Incomplete Wireless Call,Engineering Bldg Unit 1,11/17/2011,111117058,11/17/2011,6:51 PM,"Nothing heard, no answer on callback",Unable To Locate
2660,Citizen Contact,North Mesa Apartments,11/17/2011,111117060,11/17/2011,7:31 PM,Suspicious voicemail messages,Information Only
2661,Noise Disturbance,Asia Hall,11/17/2011,111117063,11/17/2011,10:01 PM,Electric guitar and loud talking,Will Cooperate
2662,Disturbance,Village East 5,11/17/2011,111117065,11/17/2011,11:33 AM,Loud party,"Closed By Citation, Adult"
2663,Vandalism,Parking Lot Of Moores Cancer Center,11/9/2011,2011‐1526,11/9/2011,10:35 AM‐12:55 PM,Vehicle scratched,Online Report
2664,Suspicious Person,Regents/Nobel,11/7/2011,111107007,11/7/2011,2:12 AM,,Information Only
2665,Drunk In Public,Regents/Berino Ct,11/7/2011,2011‐1481,11/7/2011,2:30 AM,,Closed By Adult Arrest
2666,Attempted Theft Of Bicycle/Part,Muir Apartments,11/7/2011,2011‐1485,11/7/2011,6:55 AM,,Report Taken
2667,Unknown Injury Accident,La Jolla Village Dr/Interstate 5,11/7/2011,111107014,11/7/2011,7:27 AM,,Referred To Other Agency‐San Diego PD
2668,Abandoned Vehicle,Lot 704,11/7/2011,111107015,11/7/2011,7:35 AM,Unoccupied vehicle appears to have run up on curb,Unable To Locate
2669,Burglary Alarm,UNEX K,11/7/2011,111107021,11/7/2011,8:29 AM,,False Alarm
2670,Disturbance,Perks,11/7/2011,111107024,11/7/2011,9:01 AM,Adult male being loud and belligerent to patrons,Stay Away Order Issued
2671,Welfare Check,la Jolla Del Sol Apartments,11/7/2011,111107029,11/7/2011,10:03 AM,Heard yelling and toddler crying,Checks OK
2672,Petty Theft,Humanities And Social Sciences,11/7/2011,2011‐1486,11/04/2011‐11/07/2011,11:30 AM‐9:30 AM,Loss: $600.00,Report Taken
2673,Theft of Bicycle,Lot 303,11/7/2011,2011‐1484,11/7/2011,9:00 AM,Loss: $500.00,Report Taken
2674,Medical Aid,Seaside Café,11/7/2011,111107040,11/7/2011,11:51 AM,"Female possibly fainted, unconscious but breathing",Transported To Hospital
2675,Medical Aid,Rebecca And John Moores Cancer,11/7/2011,111107048,11/7/2011,2:38 PM,"Patient reacting to chemo, conscious and breathing",Transported To Thornton Hospital
2676,Traffic Stop,La Jolla Village Dr/Villa La Jolla Dr,11/7/2011,2011‐1482,11/7/2011,2:56 AM,Alcohol involved,Closed By Adult Arrest
2677,Ticket Sign Off,UCSD Police Department,11/7/2011,111107049,11/7/2011,5:01 PM,,Information Only
2678,Medical Aid,Rebecca And John Moores Cancer Center,11/7/2011,111107050,11/7/2011,5:19 PM,"Patient lost consciousness, but is awake now",Information Only
2679,Suspicious Person,Roger's Place,11/7/2011,111107052,11/7/2011,6:06 PM,,Unable To Locate
2680,Suspicious Person(s),Village Place,11/7/2011,2011‐1492,11/7/2011,8:52 PM,Bike casers,Report Taken
2681,Possession Of Marijuana,UNEX K,11/7/2011,111107055,11/7/2011,9:53 PM,3 adult males seen smoking by computer lab,Unable To Locate
2682,Smoke Check,Canyon‐Between Mesa And Thornton,11/07/20113,111107059,11/7/2011,11:23 PM,,Checks OK
2683,Quiet Hours Contact,Tamarack Apartments,11/7/2011,111107060,11/7/2011,11:44 PM,,Will Cooperate
2684,Grand Theft,Geisel Library,11/4/2011,2011‐1487,11/3/2011,7:50 PM‐8:30 PM,"Laptop, Loss: $1,000.00",Online Report
2685,Grand Theft,Lot 102,11/6/2011,2011‐1488,11/4/2011,3:00 PM‐7:00 PM,"Electronic equipment, Loss: $3,185.00",Online Report
2686,Theft Of Bicycle,York Hall Bike Racks,11/4/2011,2011‐1489,11/3/2011,6:00 PM‐7:30 PM,Loss: $200.00,Online Report
2687,Theft Of Bicycle,Solis hall Bike Racks,11/4/2011,2011‐1490,10/17/2011‐11/01/2011,5:35 PM,Loss: $600.00,Online Report
2688,Theft Of Bicycle,Village East Bldg 1,11/7/2011,2011‐1491,11/03/2011‐11/07/2011,Unknown,Loss: $500.00,Online Report
2689,Noise Disturbance,1 Miramar Bldg 3,11/11/2011,111111003,11/11/2011,12:22 AM,Loud music,Quiet On Arrival
2690,Noise Disturbance,Kathmandu,11/11/2011,111111004,11/11/2011,12:32 AM,Loud group,Will Cooperate
2691,Alcohol Contact,The Village Bldg 1,11/11/2011,111111005,11/11/2011,12:35 AM,,Information Only
2692,Drunk In Public,Lot 504,11/11/2011,2011‐1505,11/11/2011,12:58 AM,,5 Adult Citations Issued
2694,Noise Disturbance,The Village Bldg 8,11/11/2011,111111009,11/11/2011,1:15 AM,Loud music,Will Cooperate
2695,Alcohol Contact,Village East 2,11/11/2011,111111011,11/11/2011,1:23 AM,,Information Only
2696,Suspicious Person,Lot 309,11/11/2011,111111013,11/11/2011,1:41 AM,,Checks OK
2697,Drunk in Public,Village East 5,11/11/2011,2011‐1506,11/11/2011,1:46 AM,Excessive Alcohol,Transported To Hospital
2698,Quiet Hours Contact,Tamarack Apartments,11/11/2011,111111015,11/11/2011,1:52 AM,,Field Interview
2699,Noise Disturbance,Rita Atkinson Residences,11/11/2011,111111019,11/11/2011,2:35 AM,Loud group,Will Cooperate
2700,Noise Disturbance,Oceania Hall,11/11/2011,111111020,11/11/2011,2:46 AM,Loud talking and stomping,Will Cooperate
2701,Noise Disturbance,Rita Atkinson Residences,11/11/2011,111111021,11/11/2011,2:49 AM,,Will Cooperate
2702,Skateboard Stop,Pangea Parking Structure,11/11/2011,111111022,11/11/2011,2:53 AM,,Verbal Warning Issued
2703,Alcohol Contact,Oceania Hall,11/11/2011,111111023,11/11/2011,2:56 AM,,Information Only
2704,Disturbance,Regents Rd,11/11/2011,111111043,11/11/2011,10:11 AM,Verbal argument between roommates,Field Interview
2705,Burglar Alarm,Robinson Complex Bldg 1,11/11/2011,111111047,11/11/2011,10:50 AM,,False Alarm
2706,Hazard Situation,Regents Rd,11/11/2011,111111048,11/11/2011,11:26 AM,Caller hearing a hissing sound and smelling gas after moving barbeque,Caller Turned Off Gas
2707,Petty Theft,Home Plate,11/11/2011,111111075,11/11/2011,3:17 PM,Backpack with laptop inside,"No Report Wanted, Will Check Lost And Found 11/14/2011"
2708,Suspicious Person,South Mesa Apartments,11/11/2011,111111087,11/11/2011,7:28 PM,,Checks OK
2709,Information,Biomedical Sciences Bldg,11/11/2011,111111091,11/11/2011,8:18 PM,Suspicious person,Information Only
2710,Quiet Hours Contact,Douglas Hall,11/11/2011,111111095,11/11/2011,11:27 PM,,Field Interview
2711,Alcohol Contact,Goldberg Hall,11/11/2011,111111096,11/11/2011,11:47 PM,,Information Only
2712,Quiet Hours Contact,Brennan Hall,11/30/2011,111130003,11/30/2011,1:05 AM,,Information Only
2713,Noise Disturbance,Asia Hall,11/30/2011,111130005,11/30/2011,2:46 AM,Screaming and stomping,Will Cooperate
2714,Incomplete Wireless Call,Urey Hall,11/30/2011,111130005,11/30/2011,2:46 AM,,Unable To Locate
2715,Illegal Parking,Blacks Beach,11/30/2011,111130015,11/30/2011,8:17 AM,,Cited
2716,Incomplete Wireless Call,Shiley Eye Center,11/30/2011,111130017,11/30/2011,8:26 AM,,Checks OK
2717,Information,Scholars Dr South/Revelle College,11/30/2011,111130021,11/30/2011,8:00 AM,"Vehicle vs. pedestrian, pedestrian seemed fine after talking to driver and walked off",Information Only
2718,Citizen Contact,UCTR 965,11/30/2011,111130024,11/30/2011,10:58 AM,Traffic violation,Cited
2719,Citizen Contact,Engineering Bldg Unit 3B,11/30/2011,111130025,11/30/2011,11:11 AM,Unauthorized person entering office and tampering with office equipment,Information Only
2720,Information,La Jolla Professional Center,11/30/2011,111130026,11/30/2011,11:14 AM,Suspicious person,Information Only
2721,Illegal Parking,Lot 002,11/30/2011,111130029,11/30/2011,12:07 PM,,Cited
2722,Citizen Contact,Lot 208,11/30/2011,111130030,11/30/2011,12:26 PM,Injured hummingbird,Information Only
2723,Burglary Alarm,Biomedical Sciences Bldg,11/30/2011,111130032,11/30/2011,1:18 PM,,False Alarm
2724,Bicyclist Stop,Library Walk,11/30/2011,11130033,11/30/2011,1:38 PM,,Information Only
2725,Bicyclist Stop,Muir Commons,11/30/2011,111130035,11/30/2011,2:10 PM,,Verbal Warning Issued
2726,Suspicious Vehicle,Lot 510,11/30/2011,111130036,11/30/2011,2:20 PM,,Checks OK
2727,Fraud,Marshall Res Halls,11/30/2011,2011‐1573,11/22/2011‐11/30/2011,12:05 AM‐3:30 PM,"Unauthorized use of credit card, Loss: $350.00",Report Taken
2728,Grand Theft,Price Center Theatre,11/30/2011,2011‐1575,11/28/2011,11:45 AM‐12:05 PM,"Loss: $1,750.00",Report Taken
2729,Battery,Telemedicine Bldg,11/30/2011,2011‐1576,11/30/2011,3:00 PM‐3:40 PM,,Report Taken
2730,Incomplete Wireless Call,Miramar Bldg 4,11/30/2011,111130042,11/30/2011,4:11 PM,,Checks OK
2731,Petty Theft,Pangea Parking Structure,11/30/2011,2011‐1574,11/29/2011‐11/30/2011,7:30 PM‐3:00 PM,Loss: $755.00,Report Taken
2732,Citizen Contact,Sanford Consortium,11/30/2011,111130044,11/30/2011,5:04 PM,,Assist Other Agency‐San Diego Sheriffs Office
2733,Citizen Contact,Scripps Memorial Hospital,11/30/2011,111130046,11/30/2011,5:24 PM,Assistance needed locating vehicle,Information Only
2734,Information,Bookstore,11/30/2011,111130047,11/30/2011,5:40 PM,Suspicious phone calls,Information Only
2735,Petty Theft,Village East 1,11/30/2011,111130050,11/30/2011,6:52 PM,Bicycle,Caller Will Make Online Report
2736,Welfare Check,Gilman Dr/Russell Ln,11/30/2011,111130051,11/30/2011,7:12 PM,Car honking 40‐50 times,Quiet On Arrival
2737,Suspicious Person,Gilman Dr/ Villa La Jolla Dr,11/30/2011,111130052,11/30/2011,9:19 PM,,Unfounded
2738,Theft Of Bicycle,Revelle Bike Racks,11/26/2011,2011‐1577,11/24/2011‐11/26/2011,1:00 AM‐3:00 PM,,Online Report
2739,Alcohol Contact,Lot 602,11/24/2011,111124003,11/24/2011,1:54 AM,,Two Transported To Detox
2740,Welfare Check,Atlantis Hall,11/24/2011,111124004,11/24/2011,2:32 AM,Unable to contact roommate,Checks OK
2741,Noise Disturbance,Miramar Bldg 4,11/24/2011,111124005,11/24/2011,3:00 AM,Loud music,Gone On Arrival
2742,Burglary Alarm,Geisel Library,11/24/2011,111124006,11/24/2011,4:49 AM,,False Alarm
2743,Bicyclist Stop,Leichtag Loading Dock,11/24/2011,111124012,11/24/2011,9:23 AM,,Verbal Warning Issued
2744,Information,Lot 751,11/24/2011,111124017,11/24/2011,12:54 PM,Lost: Small white poodle,Information Only
2745,Ticket Sign Off,UCSD Police Department,11/24/2011,111124021,11/24/2011,1:40 PM,,Information Only
2746,Assist Other Agency,UCSD Police Department,11/24/2011,111124027,11/24/2011,6:15 PM,"Per San Diego PD, report of suicidal subject, possibly UCSD Student",Subject Is Non‐Affiliate
2747,Suspicious Person,Voigt Dr/Gilman Dr,11/24/2011,111124031,11/24/2011,9:12 PM,,Checks OK
2748,Illegal Parking,Rita Atkinson Residences,11/24/2011,111124033,11/24/2011,9:40 PM,,Cited
2749,Burglary Alarm,Urey Hall,11/24/2011,111124036,11/24/2011,10:44 PM,,False Alarm
2750,Alcohol Contact,Oceanview Terrace,11/1/2011,111101002,11/1/2011,12:09 AM,,Information Only
2751,Fire,Shuttle Trailer,11/1/2011,2011‐1439,11/1/2011,12:27 AM,,Fire Extinguished By Fire Extinguisher
2752,Fire Alarm,East Campus Office Bldg,11/1/2011,111101007,11/1/2011,12:47 AM,,False Alarm
2753,Alcohol Contact,Goldberg Hall,11/1/2011,111101008,11/1/2011,12:59 AM,,Field Interview
2754,Noise Disturbance,1 Miramar Bldg 3,11/1/2011,111101009,11/1/2011,1:14 AM,Loud music,Unable To Locate
2755,Incomplete Wireless Call,The Village Bldg 4,11/1/2011,111101011,11/1/2011,2:18 AM,,Checks OK
2756,Suspicious Person,Telemedicine Bldg,11/1/2011,111101016,11/1/2011,5:02 AM,,Checks OK
2757,Welfare Check,VA Hospital,11/1/2011,2011‐1440,11/1/2011,7:10 AM,Young male hysterically crying on MTS bus,Transported To UCSD Hillcrest Hospital
2758,Non‐Injury Accident,Gilman Dr/Villa La Jolla Dr,11/1/2011,2011‐1441,11/1/2011,9:16 AM,,Report Taken
2759,Report Of Vandalism,Price Center,11/1/2011,111101030,11/1/2011,9:39 AM,No signs of vandalism found,Unfounded
2760,Incomplete Wireless Call,Central Plant,11/1/2011,111101037,11/1/2011,11:58 AM,Voicemail left on call back,Unable To Locate
2761,Bicyclist Stop,Library Walk,11/1/2011,111101038,11/1/2011,12:26 PM,,Written Warning Issued
2762,Bicyclist Stop,Library Walk,11/1/2011,111101039,11/1/2011,12:35 PM,,Verbal Warning Issued
2763,Lost Property,Unknown,11/1/2011,111101040,11/1/2011,12:38 PM,Passport,Incident Number Issued
2764,Theft Of Bicycle,Discovery Hall,11/1/2011,2011‐1442,10/30/2011‐10/31/2011,4:30 PM‐9:50 AM,Loss: $400.00,Report Taken
2765,Suspicious Person,Gilman Dr/Myers Dr,11/1/2011,111101042,11/1/2011,1:25 PM,,Unable To Locate
2766,Incomplete Wireless Call,Theater @ Price Center,11/1/2011,111101046,11/1/2011,3:02 PM,,Checks OK
2767,Suspicious Person,Price Center,11/1/2011,111101047,11/1/2011,3:05 PM,,Unable To Locate
2768,Unknown Injury Accident,Gilman Dr/Villa La Jolla Dr,11/1/2011,111101048,11/1/2011,3:40 PM,,Gone On Arrival
2769,Citizen Contact,Unknown,11/1/2011,2011‐1445,09/01/2011‐10/25/2011,12:00 PM‐12:00 PM,"Identity theft, loss: $870.00",Report Taken
2770,Unknown Injury Accident,I‐5/La Jolla Village Dr,11/1/2011,111101052,11/1/2011,5:24 PM,,Referred To Other Agency‐CHP
2771,Incomplete Wireless Call,Lot 781,11/1/2011,111101054,11/1/2011,6:13 PM,Voicemail left on call back,Unable To Locate
2772,Incomplete Wireless Call,Economics,11/1/2011,111101056,11/1/2011,6:32 PM,,Checks OK
2773,Suspicious Person,Price Center,11/1/2011,111101060,11/1/2011,8:03 PM,,Verbal Warning Issued
2774,Hit & Run,Lot 208,11/1/2011,2011‐1446,11/1/2011,7:45 AM‐10:00 PM,,Report Taken
2775,Noise Disturbance,The Village Bldg 2,11/1/2011,111101065,11/1/2011,10:56 PM,Loud music,Verbal Warning Issued
2776,Burglary Alarm,Groundworks Books,11/1/2011,111101066,11/1/2011,11:41 PM,,False Alarm
2777,Noise Disturbance,Oceania Hall,11/29/2011,111129003,11/29/2011,12:55 AM,Yelling,Information Only
2778,Quiet Hours Contact,Tamarack Apartments,11/29/2011,111129005,11/29/2011,1:20 AM,,Information Only
2779,Noise Disturbance,Matthews Apartments,11/29/2011,111129007,11/29/2011,1:47 AM,"Loud stomping, door slamming, moving furniture",Will Cooperate
2780,Noise Disturbance,Asia Hall,11/29/2011,111129008,11/29/2011,2:44 AM,Dropping heavy object,Information Only
2781,Possible Drunk Driver,Matthews Apartments,11/29/2011,111129014,11/29/2011,3:23 AM,,Checks OK
2782,Suspicious Person,La Jolla Shores Dr/El Paseo Grande,11/29/2011,111129015,11/29/2011,4:16 AM,,Unable To Locate
2783,Suspicious Person,Price Center,11/29/2011,111129019,11/29/2011,5:50 AM,,Checks OK
2784,Burglar Alarm,Robert Paine Center,11/29/2011,111129021,11/29/2011,6:19 AM,,False Alarm
2785,Fire Alarm,Central Mesa Apartments,11/29/2011,111129024,11/29/2011,7:45 AM,Burnt food,False Alarm
2786,Medical Aid,Music Bldg,11/29/2011,111129032,11/29/2011,9:42 AM,"Female having seizure, conscious and breathing",Transported To Hospital
2787,Smoke Check,Warren Lecture Hall,11/29/2011,111129034,11/29/2011,11:17 AM,Smoke coming from trash can,Checks OK
2788,Missing Person,Los Angeles,11/29/2011,2011‐1567,11/15/2011,6:00 PM,"Transient out of Los Angeles area, relatives concerned about subjects welfare",Report Taken
2789,Petty Theft,Revelle Plaza,11/29/2011,111129041,11/29/2011,2:05 PM,"Disregard, property found",Information Only
2790,Incomplete Phone Call/911 Hangup,Bonner Hall,11/29/2011,111129042,11/29/2011,2:07 PM,Misdial,Checks OK
2791,Petty Theft,Unknown,11/29/2011,111129044,11/29/2011,2:57 PM,"Disregard, property found",Information Only
2792,Citizen Contact,Gilman Parking Structure,11/29/2011,111129047,11/29/2011,3:17 PM,"Caller ran over plastic pylon, pylon now stuck under vehicle",Information Only
2793,Illegal Parking,Blacks Beach Gate,11/29/2011,111129049,11/29/2011,3:36 PM,,Cited
2794,Citizen Contact,Center Hall,11/29/2011,111129052,11/29/2011,4:14 PM,Bike lock assistance needed,Information Only
