,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
7188,Bicyclist Stop,Lot 703,6/29/2017,1706290004,6/29/2017,5:49 AM,Failing to stop at stop sign,Verbal Warning Issued
7189,Medical Aid,Central Mesa Apartments,6/29/2017,1706290006,6/29/2017,6:44 AM,Reporting person's daughter ate something that is lodged in her throat,Service Provided
7190,Security Alarm,Preuss School,6/29/2017,1706290007,6/29/2017,6:51 AM,,False Alarm
7191,Bicyclist Stop,Lot 704,6/29/2017,1706290011,6/29/2017,7:26 AM,Failing to stop at stop sign,Verbal Warning Issued
7192,Citizen Contact,Lot 359,6/29/2017,1706290015,6/29/2017,7:57 AM,Looking for directions to Pangea,Service Provided
7193,Medical Aid,Engineering Building Unit 3B,6/29/2017,1706290025,6/29/2017,10:20 AM,"Female disoriented and weak, possibly due to taking medication",Transported to Hospital
7194,Security Alarm,Student Center Building A,6/29/2017,1706290026,6/29/2017,10:23 AM,,False Alarm
7195,Citizen Contact,Torrey Pines Center South,6/29/2017,1706290032,6/29/2017,12:46 PM,,Service Provided
7196,Fire Alarm,South Mesa Apartments,6/29/2017,1706290034,6/29/2017,2:03 PM,,False Alarm
7197,Security Alarm,Blake Hall,6/29/2017,1706290037,6/29/2017,3:36 PM,,False Alarm
7198,Traffic Hazard,Osler Lane / Gilman Drive,6/29/2017,1706290040,6/29/2017,5:45 PM,"Vehicle stalled in lane, unknown if it is blocking traffic",Unfounded
7199,Security Alarm,Leichtag Biomedical Building,6/29/2017,1706290046,6/29/2017,9:49 PM,,False Alarm
7200,Noise Disturbance,1 Miramar Building 3,6/29/2017,1706290048,6/29/2017,10:33 PM,Hammering in area,Quiet On Arrival
7201,Noise Disturbance,1 Miramar Building 1,6/29/2017,1706290049,6/29/2017,11:50 PM,Subject in courtyard playing musical instrument,Student Conduct Referral
7202,Suspicious Circumstances,Student Center Building A,6/3/2017,1706030002,6/3/2017,12:54 AM,Male using leaf blower in the area,Checks OK
7203,Citizen Contact,Black Hall,6/3/2017,1706030004,6/3/2017,1:44 AM,Attempting to locate owner of motorized bicycle,Will Cooperate
7204,Noise Disturbance,The Village West Building 3,6/3/2017,1706030007,6/3/2017,2:31 AM,Playing volleyball inside the apartment,Quiet On Arrival
7205,Alcohol Contact,The Village West Building 2,6/3/2017,1706030009,6/3/2017,2:50 AM,,Referred To Student Conduct
7206,Welfare Check,Harlan Hall,6/3/2017,1706030011,6/3/2017,3:21 AM,"Reporting party brought an unknown female home after a party, because everyone was leaving and RP did not want to leave female there alone, RP not sure what to do with female",Checks OK
7207,Fire Alarm,Price Center,6/3/2017,1706030019,6/3/2017,10:42 AM,,Checks Ok
7208,Citizen Contact,Lot 101,6/3/2017,1706030020,6/3/2017,11:26 AM,Suspicious vehicle,Checks Ok
7209,Information,Lot 017,6/3/2017,1706030025,6/3/2017,1:39 PM,"vehicle parked tires over the canyon, registered owner calling for tow truck",Information Only
7210,Welfare Check,Price Center,6/3/2017,1706030027,6/3/2017,2:20 PM,Two minors with helmets and group of three adults possibly trick skating,Gone On Arrival
7211,Shoplifting,Bookstore,6/3/2017,2017-0977,6/3/2017,2:49 PM,Non‐affiliate male attempted to take ear buds without paying,Stay Away Order Issued
7212,Bicyclist Stop,Lot 510,6/3/2017,1706030030,6/3/2017,3:26 PM,,Verbal Warming Issued
7213,Battery,La Jolla Village Dr,6/3/2017,1706030031,6/3/2017,4:03 PM,"Reporting party stated ex-boyfriend hit RP in the face, RP declined medical attention and was following suspect before disconnecting",Gone On Arrival
7214,Citizen Contact,Lot 103,6/3/2017,1706030032,6/3/2017,4:19 PM,Subject requesting directions to Starbucks,Service Provided
7215,Medical Aid,Gilman Drive,6/3/2017,1706030033,6/3/2017,5:45 PM,"Male collapsed on sidewalk, possible skateboarding accident, subject transported to hospital by girlfriend",Service Provided
7216,Security Alarm,Leichtag Biomedical Building,6/3/2017,1706030034,6/3/2017,6:07 PM,,False Alarm
7217,Medical Aid,Medical Teaching Facility,6/3/2017,1706030035,6/3/2017,6:17 PM,Reporting person having a panic attack,Field Interview
7218,Assist Other Agency,La Jolla Shores Drive,6/3/2017,1706030037,6/3/2017,6:42 PM,San Diego Police received report of blood found on sidewalk and on vehicle,Service Provided
7219,Suspicious Person,Old Southwest Fisheries,6/3/2017,1706030040,6/3/2017,6:58 PM,,Field Interview
7220,Illegal Camping,La Jolla Shores Lane,6/3/2017,2017-0978,6/3/2017,7:32 PM,,Closed By Adult Arrest
7221,Security Alarm,Leichtag Biomedical Building,6/3/2017,1706030042,6/3/2017,8:19 PM,,False Alarm
7222,Bicyclist Stop,Price Center,6/3/2017,1706030045,6/3/2017,9:19 PM,,Verbal Warning Issued
7223,Disturbance,Pangea Parking Structure,6/3/2017,1706030046,6/3/2017,9:25 PM,Verbal argument between two males and one female,Gone On Arrival
7224,Alcohol Contact,Lot 704,6/3/2017,1706030049,6/3/2017,9:51 PM,,Field Interview
7225,Information,Tenaya Hall,6/3/2017,1706030051,6/3/2017,10:07 PM,Report of latch bolt not catching properly,Referred to Other UCSD Department
7226,Suspicious Person,Structural and Material Engineering,6/3/2017,1706030052,6/3/2017,10:24 PM,,Unable to Locate
7227,Suspicious Person,Revelle Lab Building 1000,6/3/2017,1706030056,6/3/2017,10:51 PM,,Service Provided
7228,Information,Genesee Ave/Interstate 5,6/3/2017,1706030059,6/3/2017,11:45 PM,"Two 911 calls received, one was woman crying with no response, second was report of traffic collision at intersection",Referred to Other Agency
7229,Welfare Check,Rita Atkinson Residences,6/17/2017,1706170002,6/17/2017,12:16 AM,"Lyft ride was supposed to take reporting person's friend to apartment, but the ride was cancelled by driver while enroute to destination",Checks OK
7230,Non Injury Collision,Lot 703,6/17/2017,2017-1061,6/17/2017,12:34 AM,UC shuttle bus v. UC shuttle bus,Report Taken
7231,Welfare Check,Northview Information Booth,6/17/2017,1706170010,6/17/2017,2:46 AM,Male vomiting into trash can,Checks OK
7232,Petty Theft,Coast Apartments,6/17/2017,2017-1062,6/17/2017,4:04 AM,"While reporting person was loading his vehicle, he could hear moving outside his building and found a box of miscellaneous supplies missing, loss $300.00",Report Taken
7233,Information,Tuolumne Apartments,6/17/2017,1706170021,6/17/2017,6:34 AM,Parked vehicles blocking access to the dumpsters,Information Only
7234,Security Alarm,Torrey Pines Center South,6/17/2017,1706170024,6/17/2017,7:03 AM,,Cancelled
7235,Citizen Flagdown,The Village East Building 1,6/17/2017,1706170039,6/17/2017,9:33 AM,,Service Provided
7236,Medical Aid,Rimac Field,6/17/2017,1706170044,6/17/2017,10:48 AM,Diabetic male with slurred speech and white foam on mouth,Transported To Hospital
7237,Citizen Flagdown,Lot 101,6/17/2017,1706170048,6/17/2017,11:13 AM,Directions needed,Service Provided
7238,Citizen Contact,Rimac Annex,6/17/2017,1706170051,6/17/2017,11:36 AM,Elderly female requesting transportation to Coaster station,Service Provided
7239,Citizen Contact,Oceanview Terrace,6/17/2017,1706170057,6/17/2017,12:36 PM,Report of custodial staff member possibly taking leftover student property,Field Interview
7240,Disturbance,Gilman Drive,6/17/2017,1706170059,6/17/2017,12:40 PM,Irate citizen,Checks Ok
7241,Non Injury Collision,Lot 610,6/17/2017,1706170068,6/17/2017,1:46 PM,Involved motorists exchanged information,Service Provided
7242,Medical Aid,Robinson Complex Building 1,6/17/2017,1706170070,6/17/2017,2:29 PM,Diabetic female not feeling well,Medical Transportation Declined
7243,Disturbance,North Torrey Pines Road,6/17/2017,1706170072,6/17/2017,3:05 PM,Parents being disruptive,Checks Ok
7244,Citizen Contact,Villa La Jolla Drive,6/17/2017,1706170074,6/17/2017,3:28 PM,Known non-affiliate at location,Field Interview
7245,Illegal Parking,North Torrey Pines Road,6/17/2017,1706170077,6/17/2017,3:52 PM,,Cited
7246,Assist Other Agency,Pangea Drive,6/17/2017,1706170080,6/17/2017,4:13 PM,Traffic Control,Service Provided
7247,Illegal Parking,Voigt Drive,6/17/2017,1706170081,6/17/2017,4:18 PM,,Will Cooperate
7248,Citizen Flagdown,Voigt Drive,6/17/2017,1706170083,6/17/2017,4:39 PM,,Checks Ok
7249,Skateboard Shop,Canyonview Pool,6/17/2017,1706170085,6/17/2017,4:45 PM,,Gone On Arrival
7250,Skateboard Stop,Lyman Lane,6/17/2017,1706170086,6/17/2017,4:49 PM,Skaters possibly went down location,Unable to Locate
7251,Citizen Contact,Police Department,6/17/2017,1706170088,6/17/2017,5:00 PM,Evidence drop off,Service Provided
7252,Non Injury Collision,Equality Lane,6/17/2017,1706170093,6/17/2017,5:52 PM,,Service Provided
7253,Medical Aid,Social Sciences Building,6/17/2017,2017-1063,6/17/2017,5:56 PM,Report of adult male not breathing after falling and hitting head,Transported to Hospital
7254,Unknown Injury Collision,Glider Port,6/17/2017,1706170096,6/17/2017,6:25 PM,Vehicle v. pedestrian,Gone On Arrival
7255,Security Alarm,Leichtag Biomedical Building,6/17/2017,1706170097,6/17/2017,6:30 PM,,False Alarm
7256,Citizen Contact,Warren Field,6/17/2017,1706170103,6/17/2017,7:38 PM,"Field is locked and chained up, multiple vehicles still parked inside",Service Provided
7257,Welfare Check,Central Mesa Apartments,6/17/2017,1706170104,6/17/2017,7:39 PM,Female sitting and talking and yelling vulgarities at herself,Field Interview
7258,Grand Theft,Kathmandu,6/17/2017,2017-1064,6/17/2017,7:49 PM,"Unknown suspect(s) stole victim's musical equipment, loss $1,800.00",Report Taken
7259,Lost Property,Rimac,6/17/2017,1706170108,6/17/2017,8:24 PM,,Cancelled
7260,Lost Property,Rimac,6/17/2017,1706170113,6/17/2017,8:59 PM,Reporting person looking for set of keys,Information Only
7261,Lost Property,Asante Hall,6/17/2017,1706170117,6/17/2017,9:12 PM,Dolly left unattended outside,Information Only
7262,Disturbance - Psych Subject,Russell Lane,6/17/2017,1706170118,6/17/2017,9:18 PM,"Male acting unusually, pointing at vehicles while standing in the roadway",Field Interview
7263,Hazard Situation,Glider Port,6/17/2017,1706170119,6/17/2017,9:20 PM,Reporting person concerned about lack of traffic control and patrons are becoming angry,Information Only
7264,Alcohol & Smoking Contact,Sixth College Building 703,6/17/2017,1706170121,6/17/2017,9:54 PM,,Referred To Student Conduct
7265,Fire Alarm,Matthew Apartments,6/17/2017,1706170124,6/17/2017,9:12 PM,,False Alarm
7266,Citizen Contact,Marshall Apartments East,6/17/2017,1706170126,6/17/2017,10:20 PM,Res Life requesting assistance with unauthorized extended stay,Service Provided
7267,Security Alarm,Leichtag Biomedical Building,6/17/2017,1706170128,6/17/2017,10:32 PM,,False Alarm
7268,Security Alarm,Leichtag Biomedical Building,6/17/2017,1706170131,6/17/2017,11:04 PM,,False Alarm
7269,Fire Alarm,La Jolla Del Sol Apartments,6/17/2017,1706170135,6/17/2017,11:35 PM,,Referred to Other UCSD Department
7270,Bicyclist Stop,Lot 406,6/22/2017,1706220001,6/22/2017,12:04 AM,,Verbal Warning Issued
7271,Illegal Parking,1 Miramar Building 2,6/22/2017,1706220002,6/22/2017,12:07 AM,Large moving truck unoccupied parkd for several days along fire lane,Cited
7272,Illegal Parking,Rita Atkinson Residence,6/22/2017,1706220004,6/22/2017,3:16 AM,,Cited
7273,Suspicious Person,Lot 020,6/22/2017,1706220005,6/22/2017,3:30 AM,Male goight through a vehicle,Checks OK
7274,Illegal Parking,1 Miramar Building 2,6/22/2017,1706220007,6/22/2017,4:06 AM,,Cited
7275,Fire Alarm,Intentional Center,6/22/2017,1706220019,6/22/2017,8:00 AM,,Service Provided
7276,Injury,Pacific Hall,6/22/2017,2017-1088,6/22/2017,9:18 AM,Female with chemical splashed in eye,Transported to Hospital
7277,Citizen Flagdown,PC Turnaround,6/22/2017,1706220022,6/22/2017,9:20 AM,,Service Provided
7278,Vehicle Burglary,Lot 206,6/22/2017,1706220027,6/22/2017,10:34 AM,Reporting person saw two males pull up attempting to get into another vehicle,Checks OK
7279,Missing Person,Salk Institute Road,6/22/2017,1706220028,6/22/2017,10:34 AM,Reporting person got into an argument with her daughter when the daughter got out of the vehicle and is now unable to locate her,Service Provided
7280,Citizen Contact,Voigt Drive,6/22/2017,1706220032,6/22/2017,11:22 AM,Assisting female find her vehicle,Service Provided
7281,Information,Lot 017,6/22/2017,1706220033,6/22/2017,1:34 PM,Reporting person hit a vehicle and is leaving information in case registered owner contacts,Unable to Locate
7282,Salk Institute,Unknown Location,6/22/2017,2017-1089,6/22/2017,2:10 PM,"Transient male throwing rocks at vehicles inside parking lot, loss $3000",Cleared by Adult Arrest
7283,Suspicious Person,VA Hospital,6/22/2017,1706220035,6/22/2017,2:31 PM,Two males seen on camera with respirators mixing some type of chemical,Gone On Arrival
7284,Non Injury Accident,VA Hopsital,6/22/2017,1706220037,6/22/2017,2:53 PM,"Reporting person left information for a vehicle she had hit. However, victim examined vehicle and found no damage to his vehicle",Information Only
7285,Illegal Parking,VA Hospital,6/22/2017,2017-1090,6/22/2017,4:25 PM,Vehicle with expired registration,Report Taken
7286,Information,VA Hospital,6/22/2017,1706220040,6/22/2017,5:00 PM,Vehicle backed into towing truck,Information Only
7287,Suspicious Vehicle,Villa La Jolla Drive,6/22/2017,1706220041,6/22/2017,5:04 PM,Stalled unoccupied vehicle,Information Only
7288,Noise Disturbance,1 Miramar Building 2,6/22/2017,1706220050,6/22/2017,11:32 PM,Loud yelling and music,Will Cooperate
7289,Citizen Contact,Scholars Drive North,6/8/2017,1706080001,6/8/2017,12:02 AM,Student's skateboard went down storm drain,Referred To Other UCSD Department
7290,Suspicous Person,Price Center,6/8/2017,2017-1002,6/8/2017,3:28 AM,Male transient asking for students to give him their university computer logon credentials,Report Taken
7291,Information,Telemedicine Building,6/8/2017,1706080024,6/8/2017,9:51 AM,Approximately 40 subjects picketing telemedicine regarding union issue,Information Only
7292,Vandalism to Vehicle,Athena Parking Structure,6/8/2017,2017-1003,6/8/2017,10:24 AM,"Unknown suspect(s) removed one bolt from two separate motorcycel seats and a motorcycle parking permit, loss $25",Report Taken
7293,Suspcious Person,UCTR 409,6/8/2017,1706080027,6/8/2017,11:09 AM,,Unable to Locate
7294,Lost Property,Athena Parking Structure,6/8/2017,1706080028,6/8/2017,11:33 AM,Found license plate,Service Provided
7295,Suspicious Person,Torrey Pines Center South,6/8/2017,1706080030,6/8/2017,11:44 AM,Subject going through trash,Checks OK
7296,Suspicious Person,VA Hospital,6/8/2017,1706080031,6/8/2017,11:58 AM,,Unable to Locate
7297,Medical Aid,McGill Hall,6/8/2017,1706080037,6/8/2017,1:11 PM,Female feeling faint,Transported To Hospital
7298,Disturbance - Argument,Geisel Library,6/8/2017,2017-1004,6/8/2017,1:20 PM,Verbal dispute between father and two juveniles,Report Taken
7299,Hit and Run No Injuries,Lot 208,6/8/2017,2017-1005,6/8/2017,9:02 AM-10:30 AM,,Report Taken
7300,Citizen Contact,Price Center - Perks,6/8/2017,1706080042,6/8/2017,3:14 PM,Owner ecovered stolen property from previously reported theft,Report Taken
7301,Citizen Contact,Muir Biology,6/8/2017,2017-1007,6/7/2017 - 6/8/2017,1:30 PM - 11:00 AM,Disturbing note left on desk of reporting party,Reprot Taken
7302,Indecent Exposure,"3363 Holiday Court, La Jolla, CA",6/8/2017,2017-1008,6/6/2017,9:00 AM,Male seen masturbating in public,Report Taken
7303,Vehicle Impound,Genessee Avenue,6/8/2017,2017-1009,6/8/2017,5:03 PM,"Unattended motorcycle found lying on it's side, partially blocking traffic",Vehicle Impounded
7304,Security Alarm,Engineering Building,6/8/2017,1706080052,6/8/2017,5:32 PM,,Cancelled
7305,Grand Theft - Bicycle,Science and Engineering Research,6/8/2017,2017-1011,6/8/2017,4:00 PM - 6:00 PM,Loss $1800,Report Taken
7306,Vehicle Impound,Lot 103,6/8/2017,2017-1012,6/8/2017,7:12 PM,Expired registration,Vehicle Impounded
7307,Grand Theft,La Jolla Playhouse,6/8/2017,2017-1013,6/7/2017 - 6/8/2017,11:00 PM - 8:00 AM,"Unknown suspect(s) took two wireless microphone/transmitters, loss $5000",Report Taken
7308,Disturbance,Center for Coastal Studies,6/8/2017,1706080058,6/8/2017,7:43 PM,Juveniles throwing golf balls into the ocean,Unable to Locate
7309,Suspicious Person,Oceanview Terrace,6/8/2017,1706080061,6/8/2017,11:11 PM,,Field Interview
7310,Suspicious Person,Coast Apartments,6/8/2017,1706080062,6/8/2017,11:29 PM,,Unable to Locate
7311,Petty Theft - Bicycle,Economics Building,6/8/2017,2017-1006,6/4/2017-6/5/2017,7:00 PM-12:15 AM,Loss $300.00,Online Report
7312,Information,Glider Port,6/5/2017,1706050003,6/5/2017,12:52 AM,Medical aid for male feeling cold,Information Only
7313,Bicyclist Stop,Campus Point Drive,6/5/2017,2017-0981,6/5/2017,5:24 AM,Non-affiliate male stopped for several traffic violations and found to be in possession of burglary tools and drug paraphernalia,Stay Away Order Issued
7314,Suspicious Person,Campus Point Drive,6/5/2017,1706050017,6/5/2017,7:50 AM,,Unable to Locate
7315,Fire Alarm,Price Center,6/5/2017,1706050019,6/5/2017,9:10 AM,,False Alarm
7316,Suspicious Person,Solis Hall,6/5/2017,1706050024,6/5/2017,10:54 AM,,Unable to Locate
7317,Tow Request,Pangea Parking Structure,6/5/2017,2017-0982,6/5/2017,11:14 AM,Vehicle with unpaid parking citations,Vehicle Impounded
7318,Information,Student Center Building B,6/5/2017,1706050028,6/5/2017,11:30 AM,"Report of subject contacted in the past seen at location, advised to notify officer when seen",Information Only
7319,Suspicious Person,Price Center,6/5/2017,2017-0983,6/5/2017,12:00 PM,Known transient in restroom for over an hour,Stay Away Order Issued
7320,Disturbance,Pangea Parking Structure,6/5/2017,1706050032,6/5/2017,12:02 PM,Subject refusing to leave vehicle for a tow,Service Provided
7321,Suspicious Person,RIMAC,6/5/2017,2017-0984,6/5/2017,12:04 PM,Report of adult male who was making sexually charged/offensive comments towards women along Ridgewalk,"Closed By Citation, Adult"
7322,Information,Rebecca and John Moores Cancer Center,6/5/2017,1706050039,6/5/2017,3:23 PM,Female possibly having a stroke,Information Only
7323,Tow Request,Lot 208,6/5/2017,2017-0985,6/5/2017,4:10 PM,Abatement on vehicle,Vehicle Impounded
7324,Stalking,UCSD Campus,6/5/2017,2017-0986,6/5/2017,4:28 PM,Reporting party advised he is being followed by a fellow student all over campus,Report Taken
7325,Suspicious Person,Student Center Building B,6/5/2017,1706050043,6/5/2017,4:39 PM,,Field Interview
7326,Medical Aid,Biology Building,6/5/2017,1706050044,6/5/2017,5:17 PM,Female having allergic reaction to antibiotics,Transported to Hospital
7327,Medical Aid,Gilman Drive,6/5/2017,1706050045,6/5/2017,5:24 PM,Male having seizure at bus stop,Unable to Locate
7328,Suspicious Person,Rita Atkinson Residences,6/5/2017,1706050046,6/5/2017,5:41 PM,,Unfounded
7329,Suspicious Person,Africa Hall,6/5/2017,1706050051,6/5/2017,7:23 PM,Unknown male yelling and shouting and reporting party,Will Cooperate
7330,Suspicious Person,VA Hospital,6/5/2017,1706050052,6/5/2017,7:31 PM,,Field Interview
7331,Skateboard Stop,Scholars Drive North,6/5/2017,1706050053,6/5/2017,7:35 PM,,Field Interview
7332,Suspicious Vehicle,Scholars Drive North,6/5/2017,1706050055,6/5/2017,8:40 PM,,Information Only
7333,Fire Alarm,Ritter Hall,6/5/2017,1706050057,6/5/2017,8:51 PM,,Referred to Other UCSD Department
7334,Security Alarm,Engineering Building,6/5/2017,1706050059,6/5/2017,9:41 PM,,False Alarm
7335,DUI / Non-Injury Collision,Jacobs Medical Center,6/12/2017,2017-1019,6/12/2017,2:48 AM,,Cleared by Adult Arrest
7336,Security Alarm,Student Health,6/12/2017,1706120008,6/12/2017,6:30 AM,,False Alarm
7337,Citizen Flagdown,La Jolla Playhouse,6/12/2017,1706120011,6/12/2017,7:00 AM,,Service Provided
7338,Vandalism,Mandeville Art Gallery,6/12/2017,2017-1021,6/12/2017,Unknown,"Unknown suspect(s) spray painted SET ART FREE under art gallery wall sign, damage $100.00",Report Taken
7339,Medical Aid,Lebon Drive/La Jolla Village Dr - Bus Stop,6/12/2017,1706120015,6/12/2017,7:31 AM,Subject possibly having seizure,Transported to Hospital
7340,Collision With Injury,Osler Ln/Pharmacy Ln,6/12/2017,2017-1020,6/12/2017,7:35 AM,"Vehicle vs. Bicyclist, bicyclist transported to hospital",Report Taken
7341,Bicyclist Stop,Voigt Drive,6/12/2017,1706120017,6/12/2017,8:07 AM,,Verbal Warning Issued
7342,Vandalism,Social Sciences Research Building,6/12/2017,2017-1022,6/12/2017,8:13 AM,"Graffiti, damage $300.00",Report Taken
7343,Psych Subject,Chancellor House,6/12/2017,2017-1023,6/12/2017,8:48 AM - 9:25 AM,Report of nude male attempting to enter several residences in the area,Transported to Hospital
7344,Medical Aid,Asante Hall,6/12/2017,1706120022,6/12/2017,10:20 AM,Male having seizure,Transported to Hospital
7345,Petty Theft,Earl's Place,6/12/2017,1706120024,6/12/2017,11:28 AM,"Reporting party allowed friend to borrow tennis racket in April, friend now refusing to return property",Service Provided
7346,Petty Theft,Tuolumne Apartments,6/12/2017,2017-1024,6/8/2017-6/9/2017,Unknown - 11:00 AM,"Unknown suspect(s) removed victim's speakers, loss $150.00",Report Taken
7347,Information,UCSD Police Department,6/12/2017,17061200226,6/12/2017,11:47 AM,"Reporting person requesting welfare check for possible suicidal female, who resides off campus",Referred To Other Agency
7348,Welfare Check,Health Sciences Biomedical Research,6/12/2017,1706120031,6/12/2017,1:57 PM,Report of possible suicidal subject on roof,Unfounded
7349,Welfare Check,Interstate 5 Northbound,6/12/2017,1706120032,6/12/2017,2:33 PM,Report of possible suicidal subject,Unable to Locate
7350,Citizen Contact,Price Center,6/12/2017,2017-1026,6/12/2017,2:55 PM,Subject requesting information on obtaining restraining order,Service Provided
7351,Citizen Contact,UCSD Police Department,6/12/2017,1706120034,6/12/2017,3:16 PM,Subject came into station to report receiving phone calls from someone claiming to be with the IRS and asking for money,Service Provided
7353,Non Injury Collision,Myers Dr/Rupertus Ln,6/12/2017,2017-1027,6/12/2017,5:40 PM,Truck vs. fire hydrant,Report Taken
7354,Petty Theft / Vandalism,Roger's Comm. Garden,6/12/2017,2017-1028,6/11/2017 - 6/12/2017,7:00 PM - 11:00 AM,"Unknown suspect(s) broke into storage locker and removed miscellaneous tools, damage $156.00, loss $175.00",Report Taken
7355,Suspicious Vehicle,Lot 309,6/12/2017,1706120045,6/12/2017,9:28 PM,Spray paint on vehicle,Information Only
7356,Security Alarm,Student Services Center,6/12/2017,1706120047,6/12/2017,10:14 PM,,False Alarm
7357,Suspicious Person,Lot 014,6/12/2017,1706120048,6/12/2017,10:25 PM,,Checks OK
7358,Brandishing a Weapon,Thornton Hospital,6/12/2017,1706120049,6/12/2017,10:54 PM,,Unfounded
7359,Petty Theft,Price Center Turnaround,6/12/2017,2017-1044,6/11/2017-6/12/2017,2:40 PM-1:25 PM,"Stolen cell phone, loss $800.00",Online Report
7360,Petty Theft - Bicycle,Coast Apartments,6/12/2017,2017-1045,6/9/2017-6/11/2017,5:00 PM-5:00 PM,Loss $99.00,Online Report
7361,Petty Theft - Bicycle,Warren Lecture Hall,6/12/2017,2017-1049,6/1/2017-6/12/2017,2:35 PM-7:30 PM,Loss $710.00,Online Report
7362,Suspicious Person,Marshall Apartments West,6/27/2017,1706270001,6/27/2017,12:17 AM,Male in laundry room holding vaping object,Gone On Arrival
7363,Suspicious Person,Northbreak,6/27/2017,1706270002,6/27/2017,12:17 AM,Male walking into north break,Checks OK
7364,Suspicious Person,Marshall Field,6/27/2017,1706270003,6/27/2017,12:36 AM,Subject says he's a visiting monk,Field Interview
7365,Citizen Contact,La Jolla Del Sol Apartments,6/27/2017,1706270006,6/27/2017,2:57 AM,"Two males seen walking around parked vehicles, claimed to be looking for a  friend",Field Interview
7366,Bicyclist Stop,Preuss School,6/27/2017,1706270007,6/27/2017,6:03 AM,Failed to stop at a red light,Written Warning Issued
7367,Suspicious Person,Tenaya Hall,6/27/2017,1706270026,6/27/2017,10:57 AM,Male stopped elevator on 7th floor,Cancelled
7368,Information,Marine Ecosystem Sensing,6/27/2017,1706270029,6/27/2017,11:29 AM,Males with window washing company working with no harness in hazardous manner,Referred to Other Department
7369,Information,Price Center,6/27/2017,1706270038,6/27/2017,3:37 PM,Odor of natural gas in area between Price Center and ATMs on the patio,Referred to Other Department
7370,Welfare Check,Naga Way / La Jolla Shores Drive,6/27/2017,1706270040,6/27/2017,3:50 PM,Male laying down on the sidewalk near bus stops,Field Interview
7371,Disturbance - Domestic Violence,North Torrey Pines Court,6/27/2017,2017-1097,6/27/2017,4:29 PM,Female seen hitting male and male drove under the influence,Closed by Adult Arrest
7372,Medical Aid,Rebecca and John Moores Cancer Center,6/27/2017,1706270045,6/27/2017,8:41 PM,Female with low blood pressure,Referred to Other Department
7373,Noise Disturbance,South Mesa Apartments,6/27/2017,1706270046,6/27/2017,10:04 PM,4-5 subjects playing basketball and being loud,Gone On Arrival
7374,Information,La Jolla Del Sol Apartments,6/27/2017,1706270048,6/27/2017,10:36 PM,Vehicle gate stuck in the open position,Referred to Other Department
7375,Injury,CA Institute,6/14/2017,2017-1037,6/14/2017,12:19 AM,Young adult male injured face after falling from skateboard,Transported to Hospital
7376,Alcohol Contact,Marshall Apartments East,6/14/2017,1706140003,6/14/2017,12:21 AM,,Referred To Student Conduct
7377,Noise Disturbance,1 Miramar Building 1,6/14/2017,1706140005,6/14/2017,12:36 PM,Loud party,Quiet On Arrival
7378,Disturbance - Vehicle,Lot 502,6/14/2017,1706140007,6/14/2017,12:57 AM,Vehicle alarm sounding,Quiet On Arrival
7379,Alcohol Contact,Geneva Hall,6/14/2017,1706140009,6/14/2017,1:52 AM,,Information Only
7380,Quiet Hours Contact,1 Miramar Building 1,6/14/2017,1706140010,6/14/2017,1:57 AM,,Will Cooperate
7381,Suspicious Person,Geisel Library,6/14/2017,2017-1038,6/14/2017,2:23 AM,"Reporting party asked non-affiliate male to leave, after he believed male subject to be masturbating",Stay Away Order Issued
7382,Suspicious Person,Lot 702,6/14/2017,1706140015,6/14/2017,3:25 AM,,Checks OK
7383,Lost Property,Roger's Place,6/14/2017,1706140016,6/14/2017,3:37 AM,Found bicycle,Information Only
7384,Trespass,Library Walk,6/14/2017,2017-1039,6/14/2017,6:07 AM,"Non-affiliate male known to have current stay away order, seen at location",Cleared by Adult Arrest
7385,Suspicious Vehicle,North Mesa Apartments,6/14/2017,1706140021,6/14/2017,6:32 AM,,Checks OK
7386,Information,1 Miramar Building 1,6/14/2017,1706140027,6/14/2017,8:12 AM,Parked construction vehicle partially blocking access for shuttles,Referred To Other UCSD Department
7387,Suspicious Person,Tenaya Hall,6/14/2017,1706140031,6/14/2017,10:06 AM,,Unable to Locate
7388,Disturbance - Domestic Violence,North Torrey Pines Road,6/14/2017,1706140037,6/14/2017,12:28 PM,Male seen yelling at crying female,Field Interview
7389,Drunk In Public,North Break Bookstore,6/14/2017,1706140039,6/14/2017,1:57 PM,Female mumbling and is unstable while walking,Field Interview
7390,Welfare Check,Shiley Eye Center,6/14/2017,1706140041,6/14/2017,3:02 PM,Female patient made statements that she possibly wanted to harm herself,Checks OK
7391,Misdemeanor Shoplifting,Bookstore,6/14/2017,2017-1040,6/14/2017,3:34 PM,"Male attempted to steal miscellaneous items, totaling $234","Closed By Citation, Adult"
7392,Vandalism,Lot 604,6/14/2017,2017-1041,6/14/2017,2:20 PM - 2:25 PM,"Known subject suspected of vandalizing retaining wall under construction, damage $1000.00",Report Taken
7393,Disturbance - Psych Subject,Galbraith Hall,6/14/2017,2017-1042,6/14/2017,5:04 PM,Report of student with specific plan to harm self,Transported to Hospital
7394,Information,Rebecca and John Moores Cancer Center,6/14/2017,1706140047,6/14/2017,6:36 PM,Lights not working on site,Information Only
